nombre_ies;codigo_ies;codigo_sede;nombre_sede;codigo_comuna;nombre_comuna;codigo_region;nombre_region;n_sedes
CFT INACAP;430;25;SEDE OSORNO;10301;Osorno;10;Los Lagos;29
CFT INACAP;430;26;SEDE TALCA;07101;Talca;07;Maule;29
CFT INACAP;430;27;SEDE LA SERENA;04101;La Serena;04;Coquimbo;29
CFT INACAP;430;28;SEDE TEMUCO;09101;Temuco;09;La Araucanía;29
CFT INACAP;430;29;SEDE LOS ANGELES;08301;Los Angeles;08;Biobío;29
CFT INACAP;430;2;SEDE ARICA;15101;Arica;15;Arica y Parinacota;29
CFT INACAP;430;30;SEDE CONCEPCION - TALCAHUANO;08110;Talcahuano;08;Biobío;29
CFT INACAP;430;33;SEDE CURICO;07301;Curicó;07;Maule;29
CFT INACAP;430;34;SEDE ÑUÑOA;13120;Ñuñoa;13;Metropolitana de Santiago;29
CFT INACAP;430;36;SEDE SANTIAGO SUR (MACUL);13118;Macul;13;Metropolitana de Santiago;29
CFT INACAP;430;37;SEDE PUENTE ALTO;13201;Puente Alto;13;Metropolitana de Santiago;29
CFT INACAP;430;38;SEDE SAN PEDRO DE LA PAZ;08108;San Pedro de la Paz;08;Biobío;29
CFT INACAP;430;39;SEDE LA GRANJA;13111;La Granja;13;Metropolitana de Santiago;29
CFT INACAP;430;3;SEDE IQUIQUE;01101;Iquique;01;Tarapacá;29
CFT INACAP;430;40;SEDE ONLINE;13132;Vitacura;13;Metropolitana de Santiago;29
CFT INACAP;430;4;SEDE CALAMA;02201;Calama;02;Antofagasta;29
CFT INACAP;430;5;SEDE COPIAPO;03101;Copiapó;03;Atacama;29
CFT INACAP;430;9;SEDE VALPARAISO;05101;Valparaíso;05;Valparaíso;29
CFT DEL MEDIO AMBIENTE;435;1;CASA CENTRAL (SANTIAGO);13120;Ñuñoa;13;Metropolitana de Santiago;2
CFT DEL MEDIO AMBIENTE;435;2;SEDE BUIN;13402;Buin;13;Metropolitana de Santiago;2
CFT LOTA-ARAUCO;450;1;CASA CENTRAL (LOTA);08106;Lota;08;Biobío;2
CFT LOTA-ARAUCO;450;2;SEDE CAÑETE;08203;Cañete;08;Biobío;2
CFT CEDUC - UCN;456;1;CASA CENTRAL (COQUIMBO);04102;Coquimbo;04;Coquimbo;6
CFT CEDUC - UCN;456;2;SEDE ANTOFAGASTA;02101;Antofagasta;02;Antofagasta;6
CFT CEDUC - UCN;456;3;SEDE LEBU;08201;Lebu;08;Biobío;6
CFT CEDUC - UCN;456;4;SEDE HUALPEN;08112;Hualpén;08;Biobío;6
CFT CEDUC - UCN;456;5;SEDE CHOAPA;04203;Los Vilos;04;Coquimbo;6
CFT CEDUC - UCN;456;6;SEDE CHILOE;10201;Castro;10;Los Lagos;6
CFT ASISTE;534;1;CASA CENTRAL (SANTIAGO);13101;Santiago;13;Metropolitana de Santiago;1
CFT PUCV;629;0;CASA CENTRAL (VALPARAISO);05101;Valparaíso;05;Valparaíso;9
CFT PUCV;629;2;SEDE LA CALERA;05502;Calera;05;Valparaíso;9
CFT PUCV;629;3;SEDE VIÑA DEL MAR;05109;Viña del Mar;05;Valparaíso;9
CFT PUCV;629;4;CAMPUS QUILLOTA;05501;Quillota;05;Valparaíso;9
CFT PUCV;629;5;CAMPUS LIMACHE;05802;Limache;05;Valparaíso;9
CFT PUCV;629;6;SEDE LA LIGUA;05401;La Ligua;05;Valparaíso;9
CFT PUCV;629;7;COSTA NORTE;05105;Puchuncaví;05;Valparaíso;9
CFT PUCV;629;8;SEDE CABILDO;05402;Cabildo;05;Valparaíso;9
CFT PUCV;629;9;SEDE QUINTERO;05107;Quintero;05;Valparaíso;9
CFT TEODORO WICKEL KLUWEN;633;0;CASA CENTRAL (TEMUCO);09101;Temuco;09;La Araucanía;2
CFT TEODORO WICKEL KLUWEN;633;2;SEDE ANGOL;09201;Angol;09;La Araucanía;2
CFT PROFASOC;691;0;CASA CENTRAL (RIO BUENO);14204;Río Bueno;14;Los Ríos;1
CFT MANPOWER;701;0;CASA CENTRAL (SANTIAGO);13101;Santiago;13;Metropolitana de Santiago;1
CFT ESCUELA CULINARIA FRANCESA;730;1;CASA CENTRAL (LAS CONDES);13114;Las Condes;13;Metropolitana de Santiago;1
CFT DE LA REGION DE ARICA Y PARINACOTA;902;1;CAMPUS LAS ACACIAS;15101;Arica;15;Arica y Parinacota;1
CFT DE LA REGION DE TARAPACA;906;1;SEDE CENTRAL ALTO HOSPICIO;01107;Alto Hospicio;01;Tarapacá;1
CFT DE LA REGION DE ANTOFAGASTA;908;1;CASA CENTRAL;02201;Calama;02;Antofagasta;1
CFT DE LA REGION DE ATACAMA;909;1;CASA CENTRAL;03201;Chañaral;03;Atacama;2
CFT DE LA REGION DE ATACAMA;909;2;CAMPUS PAIPOTE;03101;Copiapó;03;Atacama;2
CFT DE LA REGION DE COQUIMBO;910;1;SEDE OVALLE;04301;Ovalle;04;Coquimbo;7
CFT DE LA REGION DE COQUIMBO;910;2;SEDE LA SERENA;04101;La Serena;04;Coquimbo;7
CFT DE LA REGION DE COQUIMBO;910;3;SEDE CANELA;04202;Canela;04;Coquimbo;7
CFT DE LA REGION DE COQUIMBO;910;4;SEDE VICUÑA;04106;Vicuña;04;Coquimbo;7
CFT DE LA REGION DE COQUIMBO;910;5;SEDE MONTE PATRIA;04303;Monte Patria;04;Coquimbo;7
CFT DE LA REGION DE COQUIMBO;910;6;SEDE ANDACOLLO;04103;Andacollo;04;Coquimbo;7
CFT DE LA REGION DE COQUIMBO;910;7;SEDE ILLAPEL;04201;Illapel;04;Coquimbo;7
CFT DE LA REGION DE VALPARAISO;911;1;SEDE VIÑA DEL MAR;05109;Viña del Mar;05;Valparaíso;3
CFT DE LA REGION DE VALPARAISO;911;2;SEDE SAN ANTONIO;05601;San Antonio;05;Valparaíso;3
CFT DE LA REGION DE VALPARAISO;911;3;SEDE LOS ANDES;05301;Los Andes;05;Valparaíso;3
CFT DE LA REGION METROPOLITANA DE SANTIAGO;912;1;CASA CENTRAL;13122;Peñalolén;13;Metropolitana de Santiago;3
CFT DE LA REGION METROPOLITANA DE SANTIAGO;912;2;PEÑAFLOR;13605;Peñaflor;13;Metropolitana de Santiago;3
CFT DE LA REGION METROPOLITANA DE SANTIAGO;912;3;ESTACION CENTRAL;13106;Estación Central;13;Metropolitana de Santiago;3
CFT DE LA REGION DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;913;1;SEDE SAN VICENTE;06117;San Vicente;06;Libertador General Bernardo O'Higgins;3
CFT DE LA REGION DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;913;2;SEDE PICHILEMU;06201;Pichilemu;06;Libertador General Bernardo O'Higgins;3
CFT DE LA REGION DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;913;3;SEDE SAN FERNANDO;06301;San Fernando;06;Libertador General Bernardo O'Higgins;3
CFT DE LA REGION DEL MAULE;914;1;SEDE LINARES;07401;Linares;07;Maule;2
CFT DE LA REGION DEL MAULE;914;2;CAMPUS PARRAL;07404;Parral;07;Maule;2
CFT DE LA REGION DEL BIO BIO;915;1;SEDE TIRUA;08207;Tirúa;08;Biobío;5
CFT DE LA REGION DEL BIO BIO;915;2;SEDE LOS ALAMOS;08206;Los Alamos;08;Biobío;5
CFT DE LA REGION DEL BIO BIO;915;3;SEDE CORONEL;08102;Coronel;08;Biobío;5
CFT DE LA REGION DEL BIO BIO;915;4;SEDE SAN PEDRO;08108;San Pedro de la Paz;08;Biobío;5
CFT DE LA REGION DEL BIO BIO;915;5;SEDE TOME;08111;Tomé;08;Biobío;5
CFT DE LA REGION DE LA ARAUCANIA;916;1;SEDE LAUTARO;09108;Lautaro;09;La Araucanía;3
CFT DE LA REGION DE LA ARAUCANIA;916;2;SEDE ANGOL;09201;Angol;09;La Araucanía;3
CFT DE LA REGION DE LA ARAUCANIA;916;3;SEDE LONQUIMAY;09205;Lonquimay;09;La Araucanía;3
CFT DE LA REGION DE LOS RIOS;917;1;SEDE CENTRAL;14201;La Unión;14;Los Ríos;4
CFT DE LA REGION DE LOS RIOS;917;2;SEDE PANGUIPULLI;14108;Panguipulli;14;Los Ríos;4
CFT DE LA REGION DE LOS RIOS;917;3;SEDE PAILLACO;14107;Paillaco;14;Los Ríos;4
CFT DE LA REGION DE LOS RIOS;917;4;SEDE VALDIVIA;14101;Valdivia;14;Los Ríos;4
CFT DE LA REGION DE LOS LAGOS;918;1;SEDE CENTRAL LLANQUIHUE;10107;Llanquihue;10;Los Lagos;2
CFT DE LA REGION DE LOS LAGOS;918;2;SEDE FRUTILLAR;10105;Frutillar;10;Los Lagos;2
CFT DE LA REGION DE AYSEN DEL GENERAL CARLOS IBAÑEZ DEL CAMPO;919;1;SEDE AYSEN;11201;Aysén;11;Aysén del General Carlos Ibáñez del Campo;1
CFT DE LA REGION DE MAGALLANES Y ANTARTICA CHILENA;920;1;SEDE PORVENIR;12301;Porvenir;12;Magallanes y de la Antártica Chilena;2
CFT DE LA REGION DE MAGALLANES Y ANTARTICA CHILENA;920;2;SEDE ENLACE PUNTA ARENAS;12101;Punta Arenas;12;Magallanes y de la Antártica Chilena;2
CFT ACADEMIA CHILENA DE YOGA;959;1;CASA CENTRAL;13123;Providencia;13;Metropolitana de Santiago;1
