nombre_ies;codigo_ies;codigo_sede;nombre_sede;region_sede;provincia_sede;comuna_sede;n_sedes
CFT INSTITUTO CENTRAL DE CAPACITACION EDUCACIONAL ICCE;214;1;CASA CENTRAL (SANTIAGO);REGION METROPOLITANA;SANTIAGO;SANTIAGO;2
CFT INSTITUTO CENTRAL DE CAPACITACION EDUCACIONAL ICCE;214;20;SEDE QUILPUE;REGION DE VALPARAISO;MARGA MARGA;QUILPUE;2
CFT DE ENAC;218;1;CASA CENTRAL (SANTIAGO);REGION METROPOLITANA;SANTIAGO;SANTIAGO;1
CFT CENTRO TECNOLOGICO SUPERIOR INFOMED;236;1;CASA CENTRAL (SANTIAGO);REGION METROPOLITANA;SANTIAGO;ÑUÑOA;1
CFT INSTITUTO SUPERIOR ALEMAN DE COMERCIO INSALCO;241;1;CASA CENTRAL (SANTIAGO);REGION METROPOLITANA;SANTIAGO;VITACURA;1
CFT JUAN BOHON;257;1;CASA CENTRAL (LA SERENA);REGION DE COQUIMBO;ELQUI;LA SERENA;1
CFT SANTO TOMAS;260;11;SEDE TEMUCO;REGION DE LA ARAUCANIA;CAUTIN;TEMUCO;23
CFT SANTO TOMAS;260;12;SEDE VALDIVIA;REGION DE LOS RIOS;VALDIVIA;VALDIVIA;23
CFT SANTO TOMAS;260;1;SEDE ARICA;REGION DE ARICA Y PARINACOTA;ARICA;ARICA;23
CFT SANTO TOMAS;260;21;SEDE SANTIAGO;REGION METROPOLITANA;SANTIAGO;SANTIAGO;23
CFT SANTO TOMAS;260;22;SEDE LA SERENA;REGION DE COQUIMBO;ELQUI;LA SERENA;23
CFT SANTO TOMAS;260;25;SEDE TALCA;REGION DEL MAULE;TALCA;TALCA;23
CFT SANTO TOMAS;260;2;SEDE IQUIQUE;REGION DE TARAPACA;IQUIQUE;IQUIQUE;23
CFT SANTO TOMAS;260;34;SEDE LOS ANGELES;REGION DEL BIOBIO;BIOBIO;LOS ANGELES;23
CFT SANTO TOMAS;260;35;SEDE OSORNO;REGION DE LOS LAGOS;OSORNO;OSORNO;23
CFT SANTO TOMAS;260;37;SEDE PUERTO MONTT;REGION DE LOS LAGOS;LLANQUIHUE;PUERTO MONTT;23
CFT SANTO TOMAS;260;38;SEDE VIÑA DEL MAR;REGION DE VALPARAISO;VALPARAISO;VIÑA DEL MAR;23
CFT SANTO TOMAS;260;3;SEDE ANTOFAGASTA;REGION DE ANTOFAGASTA;ANTOFAGASTA;ANTOFAGASTA;23
CFT SANTO TOMAS;260;41;SEDE RANCAGUA;REGION DEL LIBERTADOR BERNARDO OHIGGINS;CACHAPOAL;RANCAGUA;23
CFT SANTO TOMAS;260;42;SEDE CHILLAN;REGION DE ÑUBLE;DIGUILLIN;CHILLAN;23
CFT SANTO TOMAS;260;43;SEDE COPIAPO;REGION DE ATACAMA;COPIAPO;COPIAPO;23
CFT SANTO TOMAS;260;44;SEDE PUNTA ARENAS;REGION DE MAGALLANES Y DE LA ANTARTICA CHILENA;MAGALLANES;PUNTA ARENAS;23
CFT SANTO TOMAS;260;45;SEDE CONCEPCION;REGION DEL BIOBIO;CONCEPCION;CONCEPCION;23
CFT SANTO TOMAS;260;47;SEDE PUENTE ALTO;REGION METROPOLITANA;CORDILLERA;PUENTE ALTO;23
CFT SANTO TOMAS;260;49;SEDE ESTACION CENTRAL;REGION METROPOLITANA;SANTIAGO;ESTACION CENTRAL;23
CFT SANTO TOMAS;260;50;SEDE SAN JOAQUIN;REGION METROPOLITANA;SANTIAGO;SAN JOAQUIN;23
CFT SANTO TOMAS;260;51;SEDE VIRTUAL;REGION METROPOLITANA;SANTIAGO;SANTIAGO;23
CFT SANTO TOMAS;260;5;SEDE OVALLE;REGION DE COQUIMBO;LIMARI;OVALLE;23
CFT SANTO TOMAS;260;8;SEDE CURICO;REGION DEL MAULE;CURICO;CURICO;23
CFT MASSACHUSETTS;273;1;CASA CENTRAL (TALCA);REGION DEL MAULE;TALCA;TALCA;2
CFT MASSACHUSETTS;273;3;SEDE LINARES;REGION DEL MAULE;LINARES;LINARES;2
CFT LOS LAGOS;280;10;SEDE TALCA;REGION DEL MAULE;TALCA;TALCA;9
CFT LOS LAGOS;280;12;SEDE LOS ANGELES;REGION DEL BIOBIO;BIOBIO;LOS ANGELES;9
CFT LOS LAGOS;280;13;SEDE TEMUCO;REGION DE LA ARAUCANIA;CAUTIN;TEMUCO;9
CFT LOS LAGOS;280;14;SEDE VALDIVIA;REGION DE LOS RIOS;VALDIVIA;VALDIVIA;9
CFT LOS LAGOS;280;15;SEDE COYHAIQUE;REGION DE AYSEN DEL GENERAL CARLOS IBAÑEZ DEL CAMPO;COYHAIQUE;COYHAIQUE;9
CFT LOS LAGOS;280;1;SEDE SAN ANTONIO;REGION DE VALPARAISO;SAN ANTONIO;SAN ANTONIO;9
CFT LOS LAGOS;280;5;SEDE QUILLOTA;REGION DE VALPARAISO;QUILLOTA;QUILLOTA;9
CFT LOS LAGOS;280;8;SEDE RANCAGUA;REGION DEL LIBERTADOR BERNARDO OHIGGINS;CACHAPOAL;RANCAGUA;9
CFT LOS LAGOS;280;9;SEDE SAN FERNANDO;REGION DEL LIBERTADOR BERNARDO OHIGGINS;COLCHAGUA;SAN FERNANDO;9
CFT CENCO;312;1;CASA CENTRAL (SANTIAGO);REGION METROPOLITANA;SANTIAGO;SANTIAGO;1
CFT PRODATA;319;8;SEDE VIÑA DEL MAR;REGION DE VALPARAISO;VALPARAISO;VIÑA DEL MAR;1
CFT INSTITUTO SUPERIOR DE ESTUDIOS JURIDICOS CANON;328;12;SEDE PUERTO SAAVEDRA;REGION DE LA ARAUCANIA;CAUTIN;SAAVEDRA;8
CFT INSTITUTO SUPERIOR DE ESTUDIOS JURIDICOS CANON;328;14;SEDE FUTRONO;REGION DE LOS RIOS;DEL RANCO;FUTRONO;8
CFT INSTITUTO SUPERIOR DE ESTUDIOS JURIDICOS CANON;328;1;CASA CENTRAL (SANTIAGO);REGION METROPOLITANA;SANTIAGO;SANTIAGO;8
CFT INSTITUTO SUPERIOR DE ESTUDIOS JURIDICOS CANON;328;21;SEDE LANCO;REGION DE LOS RIOS;VALDIVIA;LANCO;8
CFT INSTITUTO SUPERIOR DE ESTUDIOS JURIDICOS CANON;328;23;SEDE LONCOCHE;REGION DE LA ARAUCANIA;CAUTIN;LONCOCHE;8
CFT INSTITUTO SUPERIOR DE ESTUDIOS JURIDICOS CANON;328;27;SEDE PUCON;REGION DE LA ARAUCANIA;CAUTIN;PUCON;8
CFT INSTITUTO SUPERIOR DE ESTUDIOS JURIDICOS CANON;328;5;SEDE VILCUN;REGION DE LA ARAUCANIA;CAUTIN;VILCUN;8
CFT INSTITUTO SUPERIOR DE ESTUDIOS JURIDICOS CANON;328;8;SEDE VILLARRICA;REGION DE LA ARAUCANIA;CAUTIN;VILLARRICA;8
CFT IPROSEC;331;1;CASA CENTRAL (OSORNO);REGION DE LOS LAGOS;OSORNO;OSORNO;1
CFT SAN AGUSTIN;367;1;CASA CENTRAL (TALCA);REGION DEL MAULE;TALCA;TALCA;4
CFT SAN AGUSTIN;367;2;SEDE CAUQUENES;REGION DEL MAULE;CAUQUENES;CAUQUENES;4
CFT SAN AGUSTIN;367;3;SEDE LINARES;REGION DEL MAULE;LINARES;LINARES;4
CFT SAN AGUSTIN;367;4;SEDE CURICO;REGION DEL MAULE;CURICO;CURICO;4
CFT ICEL;374;1;CASA CENTRAL;REGION METROPOLITANA;SANTIAGO;SANTIAGO;2
CFT ICEL;374;4;SEDE ALAMEDA;REGION METROPOLITANA;SANTIAGO;SANTIAGO;2
CFT ALPES;382;1;CASA CENTRAL (SANTIAGO);REGION METROPOLITANA;SANTIAGO;SANTIAGO;1
CFT EDUCAP;398;1;CASA CENTRAL (QUILLOTA);REGION DE VALPARAISO;QUILLOTA;QUILLOTA;1
CFT ESCUELA DE COMERCIO;426;1;CASA CENTRAL (SANTIAGO);REGION METROPOLITANA;SANTIAGO;SANTIAGO;1
CFT LAPLACE;427;2;SEDE LOS ANDES;REGION DE VALPARAISO;LOS ANDES;LOS ANDES;2
CFT LAPLACE;427;4;SEDE COLINA;REGION METROPOLITANA;CHACABUCO;COLINA;2
CFT INACAP;430;10;SEDE RENCA;REGION METROPOLITANA;SANTIAGO;RENCA;29
CFT INACAP;430;12;SEDE MAIPU;REGION METROPOLITANA;SANTIAGO;MAIPU;29
CFT INACAP;430;14;SEDE APOQUINDO;REGION METROPOLITANA;SANTIAGO;LAS CONDES;29
CFT INACAP;430;15;SEDE SANTIAGO CENTRO;REGION METROPOLITANA;SANTIAGO;SANTIAGO;29
CFT INACAP;430;16;SEDE RANCAGUA;REGION DEL LIBERTADOR BERNARDO OHIGGINS;CACHAPOAL;RANCAGUA;29
CFT INACAP;430;1;SEDE ANTOFAGASTA;REGION DE ANTOFAGASTA;ANTOFAGASTA;ANTOFAGASTA;29
CFT INACAP;430;20;SEDE VALDIVIA;REGION DE LOS RIOS;VALDIVIA;VALDIVIA;29
CFT INACAP;430;21;SEDE PUNTA ARENAS;REGION DE MAGALLANES Y DE LA ANTARTICA CHILENA;MAGALLANES;PUNTA ARENAS;29
CFT INACAP;430;22;SEDE CHILLAN;REGION DE ÑUBLE;DIGUILLIN;CHILLAN;29
CFT INACAP;430;23;SEDE PUERTO MONTT;REGION DE LOS LAGOS;LLANQUIHUE;PUERTO MONTT;29
CFT INACAP;430;24;SEDE COYHAIQUE;REGION DE AYSEN DEL GENERAL CARLOS IBAÑEZ DEL CAMPO;COYHAIQUE;COYHAIQUE;29
CFT INACAP;430;25;SEDE OSORNO;REGION DE LOS LAGOS;OSORNO;OSORNO;29
CFT INACAP;430;26;SEDE TALCA;REGION DEL MAULE;TALCA;TALCA;29
CFT INACAP;430;27;SEDE LA SERENA;REGION DE COQUIMBO;ELQUI;LA SERENA;29
CFT INACAP;430;28;SEDE TEMUCO;REGION DE LA ARAUCANIA;CAUTIN;TEMUCO;29
CFT INACAP;430;29;SEDE LOS ANGELES;REGION DEL BIOBIO;BIOBIO;LOS ANGELES;29
CFT INACAP;430;2;SEDE ARICA;REGION DE ARICA Y PARINACOTA;ARICA;ARICA;29
CFT INACAP;430;30;SEDE CONCEPCION - TALCAHUANO;REGION DEL BIOBIO;CONCEPCION;TALCAHUANO;29
CFT INACAP;430;33;SEDE CURICO;REGION DEL MAULE;CURICO;CURICO;29
CFT INACAP;430;34;SEDE ÑUÑOA;REGION METROPOLITANA;SANTIAGO;ÑUÑOA;29
CFT INACAP;430;36;SEDE SANTIAGO SUR (MACUL);REGION METROPOLITANA;SANTIAGO;MACUL;29
CFT INACAP;430;37;SEDE PUENTE ALTO;REGION METROPOLITANA;CORDILLERA;PUENTE ALTO;29
CFT INACAP;430;38;SEDE SAN PEDRO DE LA PAZ;REGION DEL BIOBIO;CONCEPCION;SAN PEDRO DE LA PAZ;29
CFT INACAP;430;39;SEDE LA GRANJA;REGION METROPOLITANA;SANTIAGO;LA GRANJA;29
CFT INACAP;430;3;SEDE IQUIQUE;REGION DE TARAPACA;IQUIQUE;IQUIQUE;29
CFT INACAP;430;40;SEDE ONLINE;REGION METROPOLITANA;SANTIAGO;VITACURA;29
CFT INACAP;430;4;SEDE CALAMA;REGION DE ANTOFAGASTA;EL LOA;CALAMA;29
CFT INACAP;430;5;SEDE COPIAPO;REGION DE ATACAMA;COPIAPO;COPIAPO;29
CFT INACAP;430;9;SEDE VALPARAISO;REGION DE VALPARAISO;VALPARAISO;VALPARAISO;29
CFT DEL MEDIO AMBIENTE;435;1;CASA CENTRAL (SANTIAGO);REGION METROPOLITANA;SANTIAGO;ÑUÑOA;2
CFT DEL MEDIO AMBIENTE;435;2;SEDE BUIN;REGION METROPOLITANA;MAIPO;BUIN;2
CFT LOTA-ARAUCO;450;1;CASA CENTRAL (LOTA);REGION DEL BIOBIO;CONCEPCION;LOTA;2
CFT LOTA-ARAUCO;450;2;SEDE CAÑETE;REGION DEL BIOBIO;ARAUCO;CAÑETE;2
CFT CEDUC - UCN;456;1;CASA CENTRAL (COQUIMBO);REGION DE COQUIMBO;ELQUI;COQUIMBO;6
CFT CEDUC - UCN;456;2;SEDE ANTOFAGASTA;REGION DE ANTOFAGASTA;ANTOFAGASTA;ANTOFAGASTA;6
CFT CEDUC - UCN;456;3;SEDE LEBU;REGION DEL BIOBIO;ARAUCO;LEBU;6
CFT CEDUC - UCN;456;4;SEDE HUALPEN;REGION DEL BIOBIO;CONCEPCION;HUALPEN;6
CFT CEDUC - UCN;456;5;SEDE CHOAPA;REGION DE COQUIMBO;CHOAPA;LOS VILOS;6
CFT CEDUC - UCN;456;6;SEDE CHILOE;REGION DE LOS LAGOS;CHILOE;CASTRO;6
CFT ASISTE;534;1;CASA CENTRAL (SANTIAGO);REGION METROPOLITANA;SANTIAGO;SANTIAGO;1
CFT PUCV;629;0;CASA CENTRAL (VALPARAISO);REGION DE VALPARAISO;VALPARAISO;VALPARAISO;9
CFT PUCV;629;2;SEDE LA CALERA;REGION DE VALPARAISO;QUILLOTA;LA CALERA;9
CFT PUCV;629;3;SEDE VIÑA DEL MAR;REGION DE VALPARAISO;VALPARAISO;VIÑA DEL MAR;9
CFT PUCV;629;4;CAMPUS QUILLOTA;REGION DE VALPARAISO;QUILLOTA;QUILLOTA;9
CFT PUCV;629;5;CAMPUS LIMACHE;REGION DE VALPARAISO;MARGA MARGA;LIMACHE;9
CFT PUCV;629;6;SEDE LA LIGUA;REGION DE VALPARAISO;PETORCA;LA LIGUA;9
CFT PUCV;629;7;COSTA NORTE;REGION DE VALPARAISO;VALPARAISO;PUCHUNCAVI;9
CFT PUCV;629;8;SEDE CABILDO;REGION DE VALPARAISO;PETORCA;CABILDO;9
CFT PUCV;629;9;SEDE QUINTERO;REGION DE VALPARAISO;VALPARAISO;QUINTERO;9
CFT TEODORO WICKEL KLUWEN;633;0;CASA CENTRAL (TEMUCO);REGION DE LA ARAUCANIA;CAUTIN;TEMUCO;2
CFT TEODORO WICKEL KLUWEN;633;2;SEDE ANGOL;REGION DE LA ARAUCANIA;MALLECO;ANGOL;2
CFT PROFASOC;691;0;CASA CENTRAL (RIO BUENO);REGION DE LOS RIOS;DEL RANCO;RIO BUENO;1
CFT MANPOWER;701;0;CASA CENTRAL (SANTIAGO);REGION METROPOLITANA;SANTIAGO;SANTIAGO;1
CFT ESCUELA CULINARIA FRANCESA;730;1;CASA CENTRAL (LAS CONDES);REGION METROPOLITANA;SANTIAGO;LAS CONDES;1
CFT DE LA REGION DE ARICA Y PARINACOTA;902;1;CAMPUS LAS ACACIAS;REGION DE ARICA Y PARINACOTA;ARICA;ARICA;1
CFT DE LA REGION DE TARAPACA;906;1;SEDE CENTRAL ALTO HOSPICIO;REGION DE TARAPACA;IQUIQUE;ALTO HOSPICIO;1
CFT DE LA REGION DE ANTOFAGASTA;908;1;CASA CENTRAL;REGION DE ANTOFAGASTA;EL LOA;CALAMA;1
CFT DE LA REGION DE ATACAMA;909;1;CASA CENTRAL;REGION DE ATACAMA;CHAÑARAL;CHAÑARAL;2
CFT DE LA REGION DE ATACAMA;909;2;CAMPUS PAIPOTE;REGION DE ATACAMA;COPIAPO;COPIAPO;2
CFT DE LA REGION DE COQUIMBO;910;1;SEDE OVALLE;REGION DE COQUIMBO;LIMARI;OVALLE;7
CFT DE LA REGION DE COQUIMBO;910;2;SEDE LA SERENA;REGION DE COQUIMBO;ELQUI;LA SERENA;7
CFT DE LA REGION DE COQUIMBO;910;3;SEDE CANELA;REGION DE COQUIMBO;CHOAPA;CANELA;7
CFT DE LA REGION DE COQUIMBO;910;4;SEDE VICUÑA;REGION DE COQUIMBO;ELQUI;VICUÑA;7
CFT DE LA REGION DE COQUIMBO;910;5;SEDE MONTE PATRIA;REGION DE COQUIMBO;LIMARI;MONTE PATRIA;7
CFT DE LA REGION DE COQUIMBO;910;6;SEDE ANDACOLLO;REGION DE COQUIMBO;ELQUI;ANDACOLLO;7
CFT DE LA REGION DE COQUIMBO;910;7;SEDE ILLAPEL;REGION DE COQUIMBO;CHOAPA;ILLAPEL;7
CFT DE LA REGION DE VALPARAISO;911;1;SEDE VIÑA DEL MAR;REGION DE VALPARAISO;VALPARAISO;VIÑA DEL MAR;3
CFT DE LA REGION DE VALPARAISO;911;2;SEDE SAN ANTONIO;REGION DE VALPARAISO;SAN ANTONIO;SAN ANTONIO;3
CFT DE LA REGION DE VALPARAISO;911;3;SEDE LOS ANDES;REGION DE VALPARAISO;LOS ANDES;LOS ANDES;3
CFT DE LA REGION METROPOLITANA DE SANTIAGO;912;1;CASA CENTRAL;REGION METROPOLITANA;SANTIAGO;PEÑALOLEN;3
CFT DE LA REGION METROPOLITANA DE SANTIAGO;912;2;PEÑAFLOR;REGION METROPOLITANA;TALAGANTE;PEÑAFLOR;3
CFT DE LA REGION METROPOLITANA DE SANTIAGO;912;3;ESTACION CENTRAL;REGION METROPOLITANA;SANTIAGO;ESTACION CENTRAL;3
CFT DE LA REGION DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;913;1;SEDE SAN VICENTE;REGION DEL LIBERTADOR BERNARDO OHIGGINS;CACHAPOAL;SAN VICENTE;3
CFT DE LA REGION DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;913;2;SEDE PICHILEMU;REGION DEL LIBERTADOR BERNARDO OHIGGINS;CARDENAL CARO;PICHILEMU;3
CFT DE LA REGION DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;913;3;SEDE SAN FERNANDO;REGION DEL LIBERTADOR BERNARDO OHIGGINS;COLCHAGUA;SAN FERNANDO;3
CFT DE LA REGION DEL MAULE;914;1;SEDE LINARES;REGION DEL MAULE;LINARES;LINARES;2
CFT DE LA REGION DEL MAULE;914;2;CAMPUS PARRAL;REGION DEL MAULE;LINARES;PARRAL;2
CFT DE LA REGION DEL BIO BIO;915;1;SEDE TIRUA;REGION DEL BIOBIO;ARAUCO;TIRUA;5
CFT DE LA REGION DEL BIO BIO;915;2;SEDE LOS ALAMOS;REGION DEL BIOBIO;ARAUCO;LOS ALAMOS;5
CFT DE LA REGION DEL BIO BIO;915;3;SEDE CORONEL;REGION DEL BIOBIO;CONCEPCION;CORONEL;5
CFT DE LA REGION DEL BIO BIO;915;4;SEDE SAN PEDRO;REGION DEL BIOBIO;CONCEPCION;SAN PEDRO DE LA PAZ;5
CFT DE LA REGION DEL BIO BIO;915;5;SEDE TOME;REGION DEL BIOBIO;CONCEPCION;TOME;5
CFT DE LA REGION DE LA ARAUCANIA;916;1;SEDE LAUTARO;REGION DE LA ARAUCANIA;CAUTIN;LAUTARO;3
CFT DE LA REGION DE LA ARAUCANIA;916;2;SEDE ANGOL;REGION DE LA ARAUCANIA;MALLECO;ANGOL;3
CFT DE LA REGION DE LA ARAUCANIA;916;3;SEDE LONQUIMAY;REGION DE LA ARAUCANIA;MALLECO;LONQUIMAY;3
CFT DE LA REGION DE LOS RIOS;917;1;SEDE CENTRAL;REGION DE LOS RIOS;DEL RANCO;LA UNION;4
CFT DE LA REGION DE LOS RIOS;917;2;SEDE PANGUIPULLI;REGION DE LOS RIOS;VALDIVIA;PANGUIPULLI;4
CFT DE LA REGION DE LOS RIOS;917;3;SEDE PAILLACO;REGION DE LOS RIOS;VALDIVIA;PAILLACO;4
CFT DE LA REGION DE LOS RIOS;917;4;SEDE VALDIVIA;REGION DE LOS RIOS;VALDIVIA;VALDIVIA;4
CFT DE LA REGION DE LOS LAGOS;918;1;SEDE CENTRAL LLANQUIHUE;REGION DE LOS LAGOS;LLANQUIHUE;LLANQUIHUE;2
CFT DE LA REGION DE LOS LAGOS;918;2;SEDE FRUTILLAR;REGION DE LOS LAGOS;LLANQUIHUE;FRUTILLAR;2
CFT DE LA REGION DE AYSEN DEL GENERAL CARLOS IBAÑEZ DEL CAMPO;919;1;SEDE AYSEN;REGION DE AYSEN DEL GENERAL CARLOS IBAÑEZ DEL CAMPO;AYSEN;AYSEN;1
CFT DE LA REGION DE MAGALLANES Y ANTARTICA CHILENA;920;1;SEDE PORVENIR;REGION DE MAGALLANES Y DE LA ANTARTICA CHILENA;TIERRA DEL FUEGO;PORVENIR;2
CFT DE LA REGION DE MAGALLANES Y ANTARTICA CHILENA;920;2;SEDE ENLACE PUNTA ARENAS;REGION DE MAGALLANES Y DE LA ANTARTICA CHILENA;MAGALLANES;PUNTA ARENAS;2
CFT ACADEMIA CHILENA DE YOGA;959;1;CASA CENTRAL;REGION METROPOLITANA;SANTIAGO;PROVIDENCIA;1
