tipo;id;nombre_institucion;tipo_institucion_i;tipo_institucion_ii;tipo_institucion_iii;año;variable;valor
JCE;85;UNIVERSIDAD TECNOLOGICA METROPOLITANA;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;PAC_2024;N° de académicos por insitución;279
JCE;85;UNIVERSIDAD TECNOLOGICA METROPOLITANA;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;PAC_2024;N° de académicos por insitución;599
JCE;85;UNIVERSIDAD TECNOLOGICA METROPOLITANA;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;PAC_2024;N° de académicos por insitución;878
JCE;85;UNIVERSIDAD TECNOLOGICA METROPOLITANA;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;PAC_2024;Promedio de edad de los acádemicos;50806451612903200
JCE;85;UNIVERSIDAD TECNOLOGICA METROPOLITANA;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;PAC_2024;Promedio de edad de los acádemicos;51230383973288800
JCE;85;UNIVERSIDAD TECNOLOGICA METROPOLITANA;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;PAC_2024;Promedio de edad de los acádemicos;51095671981776800
JCE;85;UNIVERSIDAD TECNOLOGICA METROPOLITANA;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;PAC_2024;Rango de Edad de académicos;14
JCE;85;UNIVERSIDAD TECNOLOGICA METROPOLITANA;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;PAC_2024;Rango de Edad de académicos;76
JCE;85;UNIVERSIDAD TECNOLOGICA METROPOLITANA;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;PAC_2024;Rango de Edad de académicos;86
JCE;85;UNIVERSIDAD TECNOLOGICA METROPOLITANA;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;PAC_2024;Rango de Edad de académicos;71
JCE;85;UNIVERSIDAD TECNOLOGICA METROPOLITANA;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;PAC_2024;Rango de Edad de académicos;32
JCE;85;UNIVERSIDAD TECNOLOGICA METROPOLITANA;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;PAC_2024;Rango de Edad de académicos;NA
JCE;85;UNIVERSIDAD TECNOLOGICA METROPOLITANA;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;PAC_2024;...19;40
JCE;85;UNIVERSIDAD TECNOLOGICA METROPOLITANA;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;PAC_2024;...19;159
JCE;85;UNIVERSIDAD TECNOLOGICA METROPOLITANA;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;PAC_2024;...19;168
JCE;85;UNIVERSIDAD TECNOLOGICA METROPOLITANA;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;PAC_2024;...19;125
JCE;85;UNIVERSIDAD TECNOLOGICA METROPOLITANA;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;PAC_2024;...19;107
JCE;85;UNIVERSIDAD TECNOLOGICA METROPOLITANA;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;PAC_2024;...19;NA
JCE;85;UNIVERSIDAD TECNOLOGICA METROPOLITANA;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;PAC_2024;Número de JCE de la institución que trabajan en 1 o más instituciones;591
JCE;85;UNIVERSIDAD TECNOLOGICA METROPOLITANA;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;PAC_2024;Número de JCE de la institución que trabajan en 1 o más instituciones;201
JCE;85;UNIVERSIDAD TECNOLOGICA METROPOLITANA;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;PAC_2024;Número de JCE de la institución que trabajan en 1 o más instituciones;86
JCE;85;UNIVERSIDAD TECNOLOGICA METROPOLITANA;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;PAC_2024;N° de académicos por nivel de formación;216
JCE;85;UNIVERSIDAD TECNOLOGICA METROPOLITANA;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;PAC_2024;N° de académicos por nivel de formación;391
JCE;85;UNIVERSIDAD TECNOLOGICA METROPOLITANA;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;PAC_2024;N° de académicos por nivel de formación;NA
JCE;85;UNIVERSIDAD TECNOLOGICA METROPOLITANA;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;PAC_2024;N° de académicos por nivel de formación;257
JCE;85;UNIVERSIDAD TECNOLOGICA METROPOLITANA;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;PAC_2024;N° de académicos por nivel de formación;14
JCE;85;UNIVERSIDAD TECNOLOGICA METROPOLITANA;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;PAC_2024;N° de académicos por nivel de formación;NA
JCE;85;UNIVERSIDAD TECNOLOGICA METROPOLITANA;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;PAC_2024;N° de académicos por nivel de formación;NA
JCE;85;UNIVERSIDAD TECNOLOGICA METROPOLITANA;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;PAC_2024;N° de académicos por nivel de formación;NA
JCE;85;UNIVERSIDAD TECNOLOGICA METROPOLITANA;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;PAC_2024;N° de académicos por nivel de formación;NA
JCE;85;UNIVERSIDAD TECNOLOGICA METROPOLITANA;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;PAC_2024;N° de académicos por nivel de formación;NA
JCE;85;UNIVERSIDAD TECNOLOGICA METROPOLITANA;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;PAC_2024;N° de académicos por región en que se desempeña (orden geográfico);NA
JCE;85;UNIVERSIDAD TECNOLOGICA METROPOLITANA;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;PAC_2024;N° de académicos por región en que se desempeña (orden geográfico);NA
JCE;85;UNIVERSIDAD TECNOLOGICA METROPOLITANA;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;PAC_2024;N° de académicos por región en que se desempeña (orden geográfico);NA
JCE;85;UNIVERSIDAD TECNOLOGICA METROPOLITANA;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;PAC_2024;N° de académicos por región en que se desempeña (orden geográfico);NA
JCE;85;UNIVERSIDAD TECNOLOGICA METROPOLITANA;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;PAC_2024;N° de académicos por región en que se desempeña (orden geográfico);NA
JCE;85;UNIVERSIDAD TECNOLOGICA METROPOLITANA;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;PAC_2024;N° de académicos por región en que se desempeña (orden geográfico);NA
JCE;85;UNIVERSIDAD TECNOLOGICA METROPOLITANA;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;PAC_2024;N° de académicos por región en que se desempeña (orden geográfico);878
JCE;85;UNIVERSIDAD TECNOLOGICA METROPOLITANA;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;PAC_2024;N° de académicos por región en que se desempeña (orden geográfico);NA
JCE;85;UNIVERSIDAD TECNOLOGICA METROPOLITANA;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;PAC_2024;N° de académicos por región en que se desempeña (orden geográfico);NA
JCE;85;UNIVERSIDAD TECNOLOGICA METROPOLITANA;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;PAC_2024;N° de académicos por región en que se desempeña (orden geográfico);NA
JCE;85;UNIVERSIDAD TECNOLOGICA METROPOLITANA;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;PAC_2024;N° de académicos por región en que se desempeña (orden geográfico);NA
JCE;85;UNIVERSIDAD TECNOLOGICA METROPOLITANA;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;PAC_2024;N° de académicos por región en que se desempeña (orden geográfico);NA
JCE;85;UNIVERSIDAD TECNOLOGICA METROPOLITANA;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;PAC_2024;N° de académicos por región en que se desempeña (orden geográfico);NA
JCE;85;UNIVERSIDAD TECNOLOGICA METROPOLITANA;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;PAC_2024;N° de académicos por región en que se desempeña (orden geográfico);NA
JCE;85;UNIVERSIDAD TECNOLOGICA METROPOLITANA;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;PAC_2024;N° de académicos por región en que se desempeña (orden geográfico);NA
JCE;85;UNIVERSIDAD TECNOLOGICA METROPOLITANA;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;PAC_2024;N° de académicos por región en que se desempeña (orden geográfico);NA
JCE;85;UNIVERSIDAD TECNOLOGICA METROPOLITANA;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;PAC_2024;N° de académicos por región en que se desempeña (orden geográfico);NA
JCE;85;UNIVERSIDAD TECNOLOGICA METROPOLITANA;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;PAC_2024;N° de académicos por nacionalidad;814
JCE;85;UNIVERSIDAD TECNOLOGICA METROPOLITANA;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;PAC_2024;N° de académicos por nacionalidad;64
JCE;85;UNIVERSIDAD TECNOLOGICA METROPOLITANA;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;PAC_2024;Promedio de horas acádemicas contratadas a la semana por académico;19856492027334904
JCE;85;UNIVERSIDAD TECNOLOGICA METROPOLITANA;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;PAC_2024;Promedio de horas acádemicas contratadas a la semana por académico;197741935483871
JCE;85;UNIVERSIDAD TECNOLOGICA METROPOLITANA;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;PAC_2024;Promedio de horas acádemicas contratadas a la semana por académico;198948247078464
JCE;85;UNIVERSIDAD TECNOLOGICA METROPOLITANA;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;PAC_2024;Promedio de horas acádemicas contratadas a la semana por académico;382
Total;86;PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE;Universidades;Universidades CRUCH;Universidades Privadas CRUCH;PAC_2024;N° de académicos por insitución;1541
Total;86;PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE;Universidades;Universidades CRUCH;Universidades Privadas CRUCH;PAC_2024;N° de académicos por insitución;2254
Total;86;PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE;Universidades;Universidades CRUCH;Universidades Privadas CRUCH;PAC_2024;N° de académicos por insitución;3795
Total;86;PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE;Universidades;Universidades CRUCH;Universidades Privadas CRUCH;PAC_2024;Promedio de edad de los acádemicos;450123296560675
Total;86;PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE;Universidades;Universidades CRUCH;Universidades Privadas CRUCH;PAC_2024;Promedio de edad de los acádemicos;47561224489795896
Total;86;PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE;Universidades;Universidades CRUCH;Universidades Privadas CRUCH;PAC_2024;Promedio de edad de los acádemicos;465262187088274
Total;86;PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE;Universidades;Universidades CRUCH;Universidades Privadas CRUCH;PAC_2024;Rango de Edad de académicos;247
Total;86;PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE;Universidades;Universidades CRUCH;Universidades Privadas CRUCH;PAC_2024;Rango de Edad de académicos;559
Total;86;PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE;Universidades;Universidades CRUCH;Universidades Privadas CRUCH;PAC_2024;Rango de Edad de académicos;446
Total;86;PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE;Universidades;Universidades CRUCH;Universidades Privadas CRUCH;PAC_2024;Rango de Edad de académicos;219
Total;86;PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE;Universidades;Universidades CRUCH;Universidades Privadas CRUCH;PAC_2024;Rango de Edad de académicos;70
Total;86;PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE;Universidades;Universidades CRUCH;Universidades Privadas CRUCH;PAC_2024;Rango de Edad de académicos;NA
Total;86;PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE;Universidades;Universidades CRUCH;Universidades Privadas CRUCH;PAC_2024;...19;263
Total;86;PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE;Universidades;Universidades CRUCH;Universidades Privadas CRUCH;PAC_2024;...19;720
Total;86;PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE;Universidades;Universidades CRUCH;Universidades Privadas CRUCH;PAC_2024;...19;658
Total;86;PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE;Universidades;Universidades CRUCH;Universidades Privadas CRUCH;PAC_2024;...19;425
Total;86;PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE;Universidades;Universidades CRUCH;Universidades Privadas CRUCH;PAC_2024;...19;188
Total;86;PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE;Universidades;Universidades CRUCH;Universidades Privadas CRUCH;PAC_2024;...19;NA
Total;86;PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE;Universidades;Universidades CRUCH;Universidades Privadas CRUCH;PAC_2024;Número de JCE de la institución que trabajan en 1 o más instituciones;3286
Total;86;PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE;Universidades;Universidades CRUCH;Universidades Privadas CRUCH;PAC_2024;Número de JCE de la institución que trabajan en 1 o más instituciones;434
Total;86;PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE;Universidades;Universidades CRUCH;Universidades Privadas CRUCH;PAC_2024;Número de JCE de la institución que trabajan en 1 o más instituciones;75
Total;86;PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE;Universidades;Universidades CRUCH;Universidades Privadas CRUCH;PAC_2024;N° de académicos por nivel de formación;1447
Total;86;PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE;Universidades;Universidades CRUCH;Universidades Privadas CRUCH;PAC_2024;N° de académicos por nivel de formación;1249
Total;86;PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE;Universidades;Universidades CRUCH;Universidades Privadas CRUCH;PAC_2024;N° de académicos por nivel de formación;556
Total;86;PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE;Universidades;Universidades CRUCH;Universidades Privadas CRUCH;PAC_2024;N° de académicos por nivel de formación;402
Total;86;PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE;Universidades;Universidades CRUCH;Universidades Privadas CRUCH;PAC_2024;N° de académicos por nivel de formación;135
Total;86;PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE;Universidades;Universidades CRUCH;Universidades Privadas CRUCH;PAC_2024;N° de académicos por nivel de formación;2
Total;86;PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE;Universidades;Universidades CRUCH;Universidades Privadas CRUCH;PAC_2024;N° de académicos por nivel de formación;NA
Total;86;PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE;Universidades;Universidades CRUCH;Universidades Privadas CRUCH;PAC_2024;N° de académicos por nivel de formación;2
Total;86;PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE;Universidades;Universidades CRUCH;Universidades Privadas CRUCH;PAC_2024;N° de académicos por nivel de formación;NA
Total;86;PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE;Universidades;Universidades CRUCH;Universidades Privadas CRUCH;PAC_2024;N° de académicos por nivel de formación;2
Total;86;PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE;Universidades;Universidades CRUCH;Universidades Privadas CRUCH;PAC_2024;N° de académicos por región en que se desempeña (orden geográfico);NA
