tipo;id;nombre_institucion;tipo_institucion_i;tipo_institucion_ii;tipo_institucion_iii;año;variable;valor
Total;155;IP LOS LEONES;Institutos Profesionales;Institutos Profesionales;Institutos Profesionales;PAC_2024;Rango de Edad de académicos;18
Total;155;IP LOS LEONES;Institutos Profesionales;Institutos Profesionales;Institutos Profesionales;PAC_2024;Rango de Edad de académicos;35
Total;155;IP LOS LEONES;Institutos Profesionales;Institutos Profesionales;Institutos Profesionales;PAC_2024;Rango de Edad de académicos;18
Total;155;IP LOS LEONES;Institutos Profesionales;Institutos Profesionales;Institutos Profesionales;PAC_2024;Rango de Edad de académicos;13
Total;155;IP LOS LEONES;Institutos Profesionales;Institutos Profesionales;Institutos Profesionales;PAC_2024;Rango de Edad de académicos;5
Total;155;IP LOS LEONES;Institutos Profesionales;Institutos Profesionales;Institutos Profesionales;PAC_2024;Rango de Edad de académicos;NA
Total;155;IP LOS LEONES;Institutos Profesionales;Institutos Profesionales;Institutos Profesionales;PAC_2024;...19;19
Total;155;IP LOS LEONES;Institutos Profesionales;Institutos Profesionales;Institutos Profesionales;PAC_2024;...19;19
Total;155;IP LOS LEONES;Institutos Profesionales;Institutos Profesionales;Institutos Profesionales;PAC_2024;...19;27
Total;155;IP LOS LEONES;Institutos Profesionales;Institutos Profesionales;Institutos Profesionales;PAC_2024;...19;11
Total;155;IP LOS LEONES;Institutos Profesionales;Institutos Profesionales;Institutos Profesionales;PAC_2024;...19;4
Total;155;IP LOS LEONES;Institutos Profesionales;Institutos Profesionales;Institutos Profesionales;PAC_2024;...19;NA
Total;155;IP LOS LEONES;Institutos Profesionales;Institutos Profesionales;Institutos Profesionales;PAC_2024;Número de JCE de la institución que trabajan en 1 o más instituciones;121
Total;155;IP LOS LEONES;Institutos Profesionales;Institutos Profesionales;Institutos Profesionales;PAC_2024;Número de JCE de la institución que trabajan en 1 o más instituciones;31
Total;155;IP LOS LEONES;Institutos Profesionales;Institutos Profesionales;Institutos Profesionales;PAC_2024;Número de JCE de la institución que trabajan en 1 o más instituciones;17
Total;155;IP LOS LEONES;Institutos Profesionales;Institutos Profesionales;Institutos Profesionales;PAC_2024;N° de académicos por nivel de formación;1
Total;155;IP LOS LEONES;Institutos Profesionales;Institutos Profesionales;Institutos Profesionales;PAC_2024;N° de académicos por nivel de formación;21
Total;155;IP LOS LEONES;Institutos Profesionales;Institutos Profesionales;Institutos Profesionales;PAC_2024;N° de académicos por nivel de formación;NA
Total;155;IP LOS LEONES;Institutos Profesionales;Institutos Profesionales;Institutos Profesionales;PAC_2024;N° de académicos por nivel de formación;69
Total;155;IP LOS LEONES;Institutos Profesionales;Institutos Profesionales;Institutos Profesionales;PAC_2024;N° de académicos por nivel de formación;47
Total;155;IP LOS LEONES;Institutos Profesionales;Institutos Profesionales;Institutos Profesionales;PAC_2024;N° de académicos por nivel de formación;29
Total;155;IP LOS LEONES;Institutos Profesionales;Institutos Profesionales;Institutos Profesionales;PAC_2024;N° de académicos por nivel de formación;NA
Total;155;IP LOS LEONES;Institutos Profesionales;Institutos Profesionales;Institutos Profesionales;PAC_2024;N° de académicos por nivel de formación;2
Total;155;IP LOS LEONES;Institutos Profesionales;Institutos Profesionales;Institutos Profesionales;PAC_2024;N° de académicos por nivel de formación;NA
Total;155;IP LOS LEONES;Institutos Profesionales;Institutos Profesionales;Institutos Profesionales;PAC_2024;N° de académicos por nivel de formación;NA
Total;155;IP LOS LEONES;Institutos Profesionales;Institutos Profesionales;Institutos Profesionales;PAC_2024;N° de académicos por región en que se desempeña (orden geográfico);NA
Total;155;IP LOS LEONES;Institutos Profesionales;Institutos Profesionales;Institutos Profesionales;PAC_2024;N° de académicos por región en que se desempeña (orden geográfico);NA
Total;155;IP LOS LEONES;Institutos Profesionales;Institutos Profesionales;Institutos Profesionales;PAC_2024;N° de académicos por región en que se desempeña (orden geográfico);NA
Total;155;IP LOS LEONES;Institutos Profesionales;Institutos Profesionales;Institutos Profesionales;PAC_2024;N° de académicos por región en que se desempeña (orden geográfico);NA
Total;155;IP LOS LEONES;Institutos Profesionales;Institutos Profesionales;Institutos Profesionales;PAC_2024;N° de académicos por región en que se desempeña (orden geográfico);NA
Total;155;IP LOS LEONES;Institutos Profesionales;Institutos Profesionales;Institutos Profesionales;PAC_2024;N° de académicos por región en que se desempeña (orden geográfico);NA
Total;155;IP LOS LEONES;Institutos Profesionales;Institutos Profesionales;Institutos Profesionales;PAC_2024;N° de académicos por región en que se desempeña (orden geográfico);169
Total;155;IP LOS LEONES;Institutos Profesionales;Institutos Profesionales;Institutos Profesionales;PAC_2024;N° de académicos por región en que se desempeña (orden geográfico);NA
Total;155;IP LOS LEONES;Institutos Profesionales;Institutos Profesionales;Institutos Profesionales;PAC_2024;N° de académicos por región en que se desempeña (orden geográfico);NA
Total;155;IP LOS LEONES;Institutos Profesionales;Institutos Profesionales;Institutos Profesionales;PAC_2024;N° de académicos por región en que se desempeña (orden geográfico);NA
Total;155;IP LOS LEONES;Institutos Profesionales;Institutos Profesionales;Institutos Profesionales;PAC_2024;N° de académicos por región en que se desempeña (orden geográfico);NA
Total;155;IP LOS LEONES;Institutos Profesionales;Institutos Profesionales;Institutos Profesionales;PAC_2024;N° de académicos por región en que se desempeña (orden geográfico);NA
Total;155;IP LOS LEONES;Institutos Profesionales;Institutos Profesionales;Institutos Profesionales;PAC_2024;N° de académicos por región en que se desempeña (orden geográfico);NA
Total;155;IP LOS LEONES;Institutos Profesionales;Institutos Profesionales;Institutos Profesionales;PAC_2024;N° de académicos por región en que se desempeña (orden geográfico);NA
Total;155;IP LOS LEONES;Institutos Profesionales;Institutos Profesionales;Institutos Profesionales;PAC_2024;N° de académicos por región en que se desempeña (orden geográfico);NA
Total;155;IP LOS LEONES;Institutos Profesionales;Institutos Profesionales;Institutos Profesionales;PAC_2024;N° de académicos por región en que se desempeña (orden geográfico);NA
Total;155;IP LOS LEONES;Institutos Profesionales;Institutos Profesionales;Institutos Profesionales;PAC_2024;N° de académicos por región en que se desempeña (orden geográfico);NA
Total;155;IP LOS LEONES;Institutos Profesionales;Institutos Profesionales;Institutos Profesionales;PAC_2024;N° de académicos por nacionalidad;166
Total;155;IP LOS LEONES;Institutos Profesionales;Institutos Profesionales;Institutos Profesionales;PAC_2024;N° de académicos por nacionalidad;3
Total;155;IP LOS LEONES;Institutos Profesionales;Institutos Profesionales;Institutos Profesionales;PAC_2024;Promedio de horas acádemicas contratadas a la semana por académico;216021893491124
Total;155;IP LOS LEONES;Institutos Profesionales;Institutos Profesionales;Institutos Profesionales;PAC_2024;Promedio de horas acádemicas contratadas a la semana por académico;23383146067415700
Total;155;IP LOS LEONES;Institutos Profesionales;Institutos Profesionales;Institutos Profesionales;PAC_2024;Promedio de horas acádemicas contratadas a la semana por académico;19620875000000000
Total;155;IP LOS LEONES;Institutos Profesionales;Institutos Profesionales;Institutos Profesionales;PAC_2024;N° de académicos por rango de horas contratadas;58
Total;155;IP LOS LEONES;Institutos Profesionales;Institutos Profesionales;Institutos Profesionales;PAC_2024;N° de académicos por rango de horas contratadas;52
Total;155;IP LOS LEONES;Institutos Profesionales;Institutos Profesionales;Institutos Profesionales;PAC_2024;N° de académicos por rango de horas contratadas;15
Total;155;IP LOS LEONES;Institutos Profesionales;Institutos Profesionales;Institutos Profesionales;PAC_2024;N° de académicos por rango de horas contratadas;44
Total;155;IP LOS LEONES;Institutos Profesionales;Institutos Profesionales;Institutos Profesionales;PAC_2024;N° de académicos por rango de horas contratadas;NA
JCE;155;IP LOS LEONES;Institutos Profesionales;Institutos Profesionales;Institutos Profesionales;PAC_2024;N° de académicos por insitución;89
JCE;155;IP LOS LEONES;Institutos Profesionales;Institutos Profesionales;Institutos Profesionales;PAC_2024;N° de académicos por insitución;80
JCE;155;IP LOS LEONES;Institutos Profesionales;Institutos Profesionales;Institutos Profesionales;PAC_2024;N° de académicos por insitución;169
JCE;155;IP LOS LEONES;Institutos Profesionales;Institutos Profesionales;Institutos Profesionales;PAC_2024;Promedio de edad de los acádemicos;43820224719101096
JCE;155;IP LOS LEONES;Institutos Profesionales;Institutos Profesionales;Institutos Profesionales;PAC_2024;Promedio de edad de los acádemicos;45125
JCE;155;IP LOS LEONES;Institutos Profesionales;Institutos Profesionales;Institutos Profesionales;PAC_2024;Promedio de edad de los acádemicos;44437869822485200
JCE;155;IP LOS LEONES;Institutos Profesionales;Institutos Profesionales;Institutos Profesionales;PAC_2024;Rango de Edad de académicos;18
JCE;155;IP LOS LEONES;Institutos Profesionales;Institutos Profesionales;Institutos Profesionales;PAC_2024;Rango de Edad de académicos;35
JCE;155;IP LOS LEONES;Institutos Profesionales;Institutos Profesionales;Institutos Profesionales;PAC_2024;Rango de Edad de académicos;18
JCE;155;IP LOS LEONES;Institutos Profesionales;Institutos Profesionales;Institutos Profesionales;PAC_2024;Rango de Edad de académicos;13
JCE;155;IP LOS LEONES;Institutos Profesionales;Institutos Profesionales;Institutos Profesionales;PAC_2024;Rango de Edad de académicos;5
JCE;155;IP LOS LEONES;Institutos Profesionales;Institutos Profesionales;Institutos Profesionales;PAC_2024;Rango de Edad de académicos;NA
JCE;155;IP LOS LEONES;Institutos Profesionales;Institutos Profesionales;Institutos Profesionales;PAC_2024;...19;19
JCE;155;IP LOS LEONES;Institutos Profesionales;Institutos Profesionales;Institutos Profesionales;PAC_2024;...19;19
JCE;155;IP LOS LEONES;Institutos Profesionales;Institutos Profesionales;Institutos Profesionales;PAC_2024;...19;27
JCE;155;IP LOS LEONES;Institutos Profesionales;Institutos Profesionales;Institutos Profesionales;PAC_2024;...19;11
JCE;155;IP LOS LEONES;Institutos Profesionales;Institutos Profesionales;Institutos Profesionales;PAC_2024;...19;4
JCE;155;IP LOS LEONES;Institutos Profesionales;Institutos Profesionales;Institutos Profesionales;PAC_2024;...19;NA
JCE;155;IP LOS LEONES;Institutos Profesionales;Institutos Profesionales;Institutos Profesionales;PAC_2024;Número de JCE de la institución que trabajan en 1 o más instituciones;121
JCE;155;IP LOS LEONES;Institutos Profesionales;Institutos Profesionales;Institutos Profesionales;PAC_2024;Número de JCE de la institución que trabajan en 1 o más instituciones;31
JCE;155;IP LOS LEONES;Institutos Profesionales;Institutos Profesionales;Institutos Profesionales;PAC_2024;Número de JCE de la institución que trabajan en 1 o más instituciones;17
JCE;155;IP LOS LEONES;Institutos Profesionales;Institutos Profesionales;Institutos Profesionales;PAC_2024;N° de académicos por nivel de formación;1
JCE;155;IP LOS LEONES;Institutos Profesionales;Institutos Profesionales;Institutos Profesionales;PAC_2024;N° de académicos por nivel de formación;21
JCE;155;IP LOS LEONES;Institutos Profesionales;Institutos Profesionales;Institutos Profesionales;PAC_2024;N° de académicos por nivel de formación;NA
JCE;155;IP LOS LEONES;Institutos Profesionales;Institutos Profesionales;Institutos Profesionales;PAC_2024;N° de académicos por nivel de formación;69
JCE;155;IP LOS LEONES;Institutos Profesionales;Institutos Profesionales;Institutos Profesionales;PAC_2024;N° de académicos por nivel de formación;47
JCE;155;IP LOS LEONES;Institutos Profesionales;Institutos Profesionales;Institutos Profesionales;PAC_2024;N° de académicos por nivel de formación;29
JCE;155;IP LOS LEONES;Institutos Profesionales;Institutos Profesionales;Institutos Profesionales;PAC_2024;N° de académicos por nivel de formación;NA
JCE;155;IP LOS LEONES;Institutos Profesionales;Institutos Profesionales;Institutos Profesionales;PAC_2024;N° de académicos por nivel de formación;2
JCE;155;IP LOS LEONES;Institutos Profesionales;Institutos Profesionales;Institutos Profesionales;PAC_2024;N° de académicos por nivel de formación;NA
JCE;155;IP LOS LEONES;Institutos Profesionales;Institutos Profesionales;Institutos Profesionales;PAC_2024;N° de académicos por nivel de formación;NA
JCE;155;IP LOS LEONES;Institutos Profesionales;Institutos Profesionales;Institutos Profesionales;PAC_2024;N° de académicos por región en que se desempeña (orden geográfico);NA
JCE;155;IP LOS LEONES;Institutos Profesionales;Institutos Profesionales;Institutos Profesionales;PAC_2024;N° de académicos por región en que se desempeña (orden geográfico);NA
JCE;155;IP LOS LEONES;Institutos Profesionales;Institutos Profesionales;Institutos Profesionales;PAC_2024;N° de académicos por región en que se desempeña (orden geográfico);NA
JCE;155;IP LOS LEONES;Institutos Profesionales;Institutos Profesionales;Institutos Profesionales;PAC_2024;N° de académicos por región en que se desempeña (orden geográfico);NA
JCE;155;IP LOS LEONES;Institutos Profesionales;Institutos Profesionales;Institutos Profesionales;PAC_2024;N° de académicos por región en que se desempeña (orden geográfico);NA
JCE;155;IP LOS LEONES;Institutos Profesionales;Institutos Profesionales;Institutos Profesionales;PAC_2024;N° de académicos por región en que se desempeña (orden geográfico);NA
JCE;155;IP LOS LEONES;Institutos Profesionales;Institutos Profesionales;Institutos Profesionales;PAC_2024;N° de académicos por región en que se desempeña (orden geográfico);169
JCE;155;IP LOS LEONES;Institutos Profesionales;Institutos Profesionales;Institutos Profesionales;PAC_2024;N° de académicos por región en que se desempeña (orden geográfico);NA
JCE;155;IP LOS LEONES;Institutos Profesionales;Institutos Profesionales;Institutos Profesionales;PAC_2024;N° de académicos por región en que se desempeña (orden geográfico);NA
JCE;155;IP LOS LEONES;Institutos Profesionales;Institutos Profesionales;Institutos Profesionales;PAC_2024;N° de académicos por región en que se desempeña (orden geográfico);NA
JCE;155;IP LOS LEONES;Institutos Profesionales;Institutos Profesionales;Institutos Profesionales;PAC_2024;N° de académicos por región en que se desempeña (orden geográfico);NA
JCE;155;IP LOS LEONES;Institutos Profesionales;Institutos Profesionales;Institutos Profesionales;PAC_2024;N° de académicos por región en que se desempeña (orden geográfico);NA
JCE;155;IP LOS LEONES;Institutos Profesionales;Institutos Profesionales;Institutos Profesionales;PAC_2024;N° de académicos por región en que se desempeña (orden geográfico);NA
JCE;155;IP LOS LEONES;Institutos Profesionales;Institutos Profesionales;Institutos Profesionales;PAC_2024;N° de académicos por región en que se desempeña (orden geográfico);NA
JCE;155;IP LOS LEONES;Institutos Profesionales;Institutos Profesionales;Institutos Profesionales;PAC_2024;N° de académicos por región en que se desempeña (orden geográfico);NA
JCE;155;IP LOS LEONES;Institutos Profesionales;Institutos Profesionales;Institutos Profesionales;PAC_2024;N° de académicos por región en que se desempeña (orden geográfico);NA
JCE;155;IP LOS LEONES;Institutos Profesionales;Institutos Profesionales;Institutos Profesionales;PAC_2024;N° de académicos por región en que se desempeña (orden geográfico);NA
JCE;155;IP LOS LEONES;Institutos Profesionales;Institutos Profesionales;Institutos Profesionales;PAC_2024;N° de académicos por nacionalidad;166
JCE;155;IP LOS LEONES;Institutos Profesionales;Institutos Profesionales;Institutos Profesionales;PAC_2024;N° de académicos por nacionalidad;3
JCE;155;IP LOS LEONES;Institutos Profesionales;Institutos Profesionales;Institutos Profesionales;PAC_2024;Promedio de horas acádemicas contratadas a la semana por académico;216021893491124
JCE;155;IP LOS LEONES;Institutos Profesionales;Institutos Profesionales;Institutos Profesionales;PAC_2024;Promedio de horas acádemicas contratadas a la semana por académico;23383146067415700
JCE;155;IP LOS LEONES;Institutos Profesionales;Institutos Profesionales;Institutos Profesionales;PAC_2024;Promedio de horas acádemicas contratadas a la semana por académico;19620875000000000
JCE;155;IP LOS LEONES;Institutos Profesionales;Institutos Profesionales;Institutos Profesionales;PAC_2024;Promedio de horas acádemicas contratadas a la semana por académico;58
Total;162;IP CIISA;Institutos Profesionales;Institutos Profesionales;Institutos Profesionales;PAC_2024;N° de académicos por insitución;19
Total;162;IP CIISA;Institutos Profesionales;Institutos Profesionales;Institutos Profesionales;PAC_2024;N° de académicos por insitución;66
Total;162;IP CIISA;Institutos Profesionales;Institutos Profesionales;Institutos Profesionales;PAC_2024;N° de académicos por insitución;85
Total;162;IP CIISA;Institutos Profesionales;Institutos Profesionales;Institutos Profesionales;PAC_2024;Promedio de edad de los acádemicos;41631578947368400
Total;162;IP CIISA;Institutos Profesionales;Institutos Profesionales;Institutos Profesionales;PAC_2024;Promedio de edad de los acádemicos;42378787878787896
Total;162;IP CIISA;Institutos Profesionales;Institutos Profesionales;Institutos Profesionales;PAC_2024;Promedio de edad de los acádemicos;42211764705882400
Total;162;IP CIISA;Institutos Profesionales;Institutos Profesionales;Institutos Profesionales;PAC_2024;Rango de Edad de académicos;6
Total;162;IP CIISA;Institutos Profesionales;Institutos Profesionales;Institutos Profesionales;PAC_2024;Rango de Edad de académicos;6
Total;162;IP CIISA;Institutos Profesionales;Institutos Profesionales;Institutos Profesionales;PAC_2024;Rango de Edad de académicos;5
Total;162;IP CIISA;Institutos Profesionales;Institutos Profesionales;Institutos Profesionales;PAC_2024;Rango de Edad de académicos;2
Total;162;IP CIISA;Institutos Profesionales;Institutos Profesionales;Institutos Profesionales;PAC_2024;Rango de Edad de académicos;NA
Total;162;IP CIISA;Institutos Profesionales;Institutos Profesionales;Institutos Profesionales;PAC_2024;Rango de Edad de académicos;NA
Total;162;IP CIISA;Institutos Profesionales;Institutos Profesionales;Institutos Profesionales;PAC_2024;...19;9
Total;162;IP CIISA;Institutos Profesionales;Institutos Profesionales;Institutos Profesionales;PAC_2024;...19;35
Total;162;IP CIISA;Institutos Profesionales;Institutos Profesionales;Institutos Profesionales;PAC_2024;...19;15
Total;162;IP CIISA;Institutos Profesionales;Institutos Profesionales;Institutos Profesionales;PAC_2024;...19;6
Total;162;IP CIISA;Institutos Profesionales;Institutos Profesionales;Institutos Profesionales;PAC_2024;...19;1
Total;162;IP CIISA;Institutos Profesionales;Institutos Profesionales;Institutos Profesionales;PAC_2024;...19;NA
Total;162;IP CIISA;Institutos Profesionales;Institutos Profesionales;Institutos Profesionales;PAC_2024;Número de JCE de la institución que trabajan en 1 o más instituciones;58
Total;162;IP CIISA;Institutos Profesionales;Institutos Profesionales;Institutos Profesionales;PAC_2024;Número de JCE de la institución que trabajan en 1 o más instituciones;13
Total;162;IP CIISA;Institutos Profesionales;Institutos Profesionales;Institutos Profesionales;PAC_2024;Número de JCE de la institución que trabajan en 1 o más instituciones;14
Total;162;IP CIISA;Institutos Profesionales;Institutos Profesionales;Institutos Profesionales;PAC_2024;N° de académicos por nivel de formación;1
Total;162;IP CIISA;Institutos Profesionales;Institutos Profesionales;Institutos Profesionales;PAC_2024;N° de académicos por nivel de formación;22
Total;162;IP CIISA;Institutos Profesionales;Institutos Profesionales;Institutos Profesionales;PAC_2024;N° de académicos por nivel de formación;NA
Total;162;IP CIISA;Institutos Profesionales;Institutos Profesionales;Institutos Profesionales;PAC_2024;N° de académicos por nivel de formación;52
Total;162;IP CIISA;Institutos Profesionales;Institutos Profesionales;Institutos Profesionales;PAC_2024;N° de académicos por nivel de formación;1
Total;162;IP CIISA;Institutos Profesionales;Institutos Profesionales;Institutos Profesionales;PAC_2024;N° de académicos por nivel de formación;9
Total;162;IP CIISA;Institutos Profesionales;Institutos Profesionales;Institutos Profesionales;PAC_2024;N° de académicos por nivel de formación;NA
Total;162;IP CIISA;Institutos Profesionales;Institutos Profesionales;Institutos Profesionales;PAC_2024;N° de académicos por nivel de formación;NA
Total;162;IP CIISA;Institutos Profesionales;Institutos Profesionales;Institutos Profesionales;PAC_2024;N° de académicos por nivel de formación;NA
Total;162;IP CIISA;Institutos Profesionales;Institutos Profesionales;Institutos Profesionales;PAC_2024;N° de académicos por nivel de formación;NA
Total;162;IP CIISA;Institutos Profesionales;Institutos Profesionales;Institutos Profesionales;PAC_2024;N° de académicos por región en que se desempeña (orden geográfico);NA
Total;162;IP CIISA;Institutos Profesionales;Institutos Profesionales;Institutos Profesionales;PAC_2024;N° de académicos por región en que se desempeña (orden geográfico);NA
Total;162;IP CIISA;Institutos Profesionales;Institutos Profesionales;Institutos Profesionales;PAC_2024;N° de académicos por región en que se desempeña (orden geográfico);NA
Total;162;IP CIISA;Institutos Profesionales;Institutos Profesionales;Institutos Profesionales;PAC_2024;N° de académicos por región en que se desempeña (orden geográfico);NA
Total;162;IP CIISA;Institutos Profesionales;Institutos Profesionales;Institutos Profesionales;PAC_2024;N° de académicos por región en que se desempeña (orden geográfico);NA
Total;162;IP CIISA;Institutos Profesionales;Institutos Profesionales;Institutos Profesionales;PAC_2024;N° de académicos por región en que se desempeña (orden geográfico);NA
Total;162;IP CIISA;Institutos Profesionales;Institutos Profesionales;Institutos Profesionales;PAC_2024;N° de académicos por región en que se desempeña (orden geográfico);85
Total;162;IP CIISA;Institutos Profesionales;Institutos Profesionales;Institutos Profesionales;PAC_2024;N° de académicos por región en que se desempeña (orden geográfico);NA
Total;162;IP CIISA;Institutos Profesionales;Institutos Profesionales;Institutos Profesionales;PAC_2024;N° de académicos por región en que se desempeña (orden geográfico);NA
Total;162;IP CIISA;Institutos Profesionales;Institutos Profesionales;Institutos Profesionales;PAC_2024;N° de académicos por región en que se desempeña (orden geográfico);NA
Total;162;IP CIISA;Institutos Profesionales;Institutos Profesionales;Institutos Profesionales;PAC_2024;N° de académicos por región en que se desempeña (orden geográfico);NA
Total;162;IP CIISA;Institutos Profesionales;Institutos Profesionales;Institutos Profesionales;PAC_2024;N° de académicos por región en que se desempeña (orden geográfico);NA
Total;162;IP CIISA;Institutos Profesionales;Institutos Profesionales;Institutos Profesionales;PAC_2024;N° de académicos por región en que se desempeña (orden geográfico);NA
Total;162;IP CIISA;Institutos Profesionales;Institutos Profesionales;Institutos Profesionales;PAC_2024;N° de académicos por región en que se desempeña (orden geográfico);NA
Total;162;IP CIISA;Institutos Profesionales;Institutos Profesionales;Institutos Profesionales;PAC_2024;N° de académicos por región en que se desempeña (orden geográfico);NA
Total;162;IP CIISA;Institutos Profesionales;Institutos Profesionales;Institutos Profesionales;PAC_2024;N° de académicos por región en que se desempeña (orden geográfico);NA
Total;162;IP CIISA;Institutos Profesionales;Institutos Profesionales;Institutos Profesionales;PAC_2024;N° de académicos por región en que se desempeña (orden geográfico);NA
Total;162;IP CIISA;Institutos Profesionales;Institutos Profesionales;Institutos Profesionales;PAC_2024;N° de académicos por nacionalidad;81
Total;162;IP CIISA;Institutos Profesionales;Institutos Profesionales;Institutos Profesionales;PAC_2024;N° de académicos por nacionalidad;4
Total;162;IP CIISA;Institutos Profesionales;Institutos Profesionales;Institutos Profesionales;PAC_2024;Promedio de horas acádemicas contratadas a la semana por académico;20035882352941200
Total;162;IP CIISA;Institutos Profesionales;Institutos Profesionales;Institutos Profesionales;PAC_2024;Promedio de horas acádemicas contratadas a la semana por académico;22135263157894696
Total;162;IP CIISA;Institutos Profesionales;Institutos Profesionales;Institutos Profesionales;PAC_2024;Promedio de horas acádemicas contratadas a la semana por académico;194315151515152
Total;162;IP CIISA;Institutos Profesionales;Institutos Profesionales;Institutos Profesionales;PAC_2024;N° de académicos por rango de horas contratadas;33
Total;162;IP CIISA;Institutos Profesionales;Institutos Profesionales;Institutos Profesionales;PAC_2024;N° de académicos por rango de horas contratadas;22
Total;162;IP CIISA;Institutos Profesionales;Institutos Profesionales;Institutos Profesionales;PAC_2024;N° de académicos por rango de horas contratadas;16
Total;162;IP CIISA;Institutos Profesionales;Institutos Profesionales;Institutos Profesionales;PAC_2024;N° de académicos por rango de horas contratadas;14
Total;162;IP CIISA;Institutos Profesionales;Institutos Profesionales;Institutos Profesionales;PAC_2024;N° de académicos por rango de horas contratadas;NA
JCE;162;IP CIISA;Institutos Profesionales;Institutos Profesionales;Institutos Profesionales;PAC_2024;N° de académicos por insitución;19
JCE;162;IP CIISA;Institutos Profesionales;Institutos Profesionales;Institutos Profesionales;PAC_2024;N° de académicos por insitución;66
JCE;162;IP CIISA;Institutos Profesionales;Institutos Profesionales;Institutos Profesionales;PAC_2024;N° de académicos por insitución;85
JCE;162;IP CIISA;Institutos Profesionales;Institutos Profesionales;Institutos Profesionales;PAC_2024;Promedio de edad de los acádemicos;41631578947368400
JCE;162;IP CIISA;Institutos Profesionales;Institutos Profesionales;Institutos Profesionales;PAC_2024;Promedio de edad de los acádemicos;42378787878787896
JCE;162;IP CIISA;Institutos Profesionales;Institutos Profesionales;Institutos Profesionales;PAC_2024;Promedio de edad de los acádemicos;42211764705882400
JCE;162;IP CIISA;Institutos Profesionales;Institutos Profesionales;Institutos Profesionales;PAC_2024;Rango de Edad de académicos;6
JCE;162;IP CIISA;Institutos Profesionales;Institutos Profesionales;Institutos Profesionales;PAC_2024;Rango de Edad de académicos;6
JCE;162;IP CIISA;Institutos Profesionales;Institutos Profesionales;Institutos Profesionales;PAC_2024;Rango de Edad de académicos;5
JCE;162;IP CIISA;Institutos Profesionales;Institutos Profesionales;Institutos Profesionales;PAC_2024;Rango de Edad de académicos;2
JCE;162;IP CIISA;Institutos Profesionales;Institutos Profesionales;Institutos Profesionales;PAC_2024;Rango de Edad de académicos;NA
JCE;162;IP CIISA;Institutos Profesionales;Institutos Profesionales;Institutos Profesionales;PAC_2024;Rango de Edad de académicos;NA
JCE;162;IP CIISA;Institutos Profesionales;Institutos Profesionales;Institutos Profesionales;PAC_2024;...19;9
JCE;162;IP CIISA;Institutos Profesionales;Institutos Profesionales;Institutos Profesionales;PAC_2024;...19;35
JCE;162;IP CIISA;Institutos Profesionales;Institutos Profesionales;Institutos Profesionales;PAC_2024;...19;15
JCE;162;IP CIISA;Institutos Profesionales;Institutos Profesionales;Institutos Profesionales;PAC_2024;...19;6
JCE;162;IP CIISA;Institutos Profesionales;Institutos Profesionales;Institutos Profesionales;PAC_2024;...19;1
JCE;162;IP CIISA;Institutos Profesionales;Institutos Profesionales;Institutos Profesionales;PAC_2024;...19;NA
JCE;162;IP CIISA;Institutos Profesionales;Institutos Profesionales;Institutos Profesionales;PAC_2024;Número de JCE de la institución que trabajan en 1 o más instituciones;58
JCE;162;IP CIISA;Institutos Profesionales;Institutos Profesionales;Institutos Profesionales;PAC_2024;Número de JCE de la institución que trabajan en 1 o más instituciones;13
JCE;162;IP CIISA;Institutos Profesionales;Institutos Profesionales;Institutos Profesionales;PAC_2024;Número de JCE de la institución que trabajan en 1 o más instituciones;14
JCE;162;IP CIISA;Institutos Profesionales;Institutos Profesionales;Institutos Profesionales;PAC_2024;N° de académicos por nivel de formación;1
JCE;162;IP CIISA;Institutos Profesionales;Institutos Profesionales;Institutos Profesionales;PAC_2024;N° de académicos por nivel de formación;22
JCE;162;IP CIISA;Institutos Profesionales;Institutos Profesionales;Institutos Profesionales;PAC_2024;N° de académicos por nivel de formación;NA
JCE;162;IP CIISA;Institutos Profesionales;Institutos Profesionales;Institutos Profesionales;PAC_2024;N° de académicos por nivel de formación;52
JCE;162;IP CIISA;Institutos Profesionales;Institutos Profesionales;Institutos Profesionales;PAC_2024;N° de académicos por nivel de formación;1
JCE;162;IP CIISA;Institutos Profesionales;Institutos Profesionales;Institutos Profesionales;PAC_2024;N° de académicos por nivel de formación;9
JCE;162;IP CIISA;Institutos Profesionales;Institutos Profesionales;Institutos Profesionales;PAC_2024;N° de académicos por nivel de formación;NA
JCE;162;IP CIISA;Institutos Profesionales;Institutos Profesionales;Institutos Profesionales;PAC_2024;N° de académicos por nivel de formación;NA
JCE;162;IP CIISA;Institutos Profesionales;Institutos Profesionales;Institutos Profesionales;PAC_2024;N° de académicos por nivel de formación;NA
JCE;162;IP CIISA;Institutos Profesionales;Institutos Profesionales;Institutos Profesionales;PAC_2024;N° de académicos por nivel de formación;NA
JCE;162;IP CIISA;Institutos Profesionales;Institutos Profesionales;Institutos Profesionales;PAC_2024;N° de académicos por región en que se desempeña (orden geográfico);NA
JCE;162;IP CIISA;Institutos Profesionales;Institutos Profesionales;Institutos Profesionales;PAC_2024;N° de académicos por región en que se desempeña (orden geográfico);NA
JCE;162;IP CIISA;Institutos Profesionales;Institutos Profesionales;Institutos Profesionales;PAC_2024;N° de académicos por región en que se desempeña (orden geográfico);NA
JCE;162;IP CIISA;Institutos Profesionales;Institutos Profesionales;Institutos Profesionales;PAC_2024;N° de académicos por región en que se desempeña (orden geográfico);NA
