tipo;codigo_ies;nombre_ies;tipo_institucion_i;tipo_institucion_ii;tipo_institucion_iii;año;variable;subvariable;valor
JCE;91;UNIVERSIDAD CATOLICA DEL NORTE;Universidades;Universidades CRUCH;Universidades Privadas CRUCH;2024;N° de JCE por rango de horas contratadas;Entre 39 y más;4,71566363636368e+02
Total;92;UNIVERSIDAD CATOLICA DEL MAULE;Universidades;Universidades CRUCH;Universidades Privadas CRUCH;2024;N° de académicos por insitución;Total Mujeres;7,75000000000000e+02
Total;92;UNIVERSIDAD CATOLICA DEL MAULE;Universidades;Universidades CRUCH;Universidades Privadas CRUCH;2024;N° de académicos por insitución;Total Hombres;8,12000000000000e+02
Total;92;UNIVERSIDAD CATOLICA DEL MAULE;Universidades;Universidades CRUCH;Universidades Privadas CRUCH;2024;N° de académicos por insitución;Total General;1,58700000000000e+03
Total;92;UNIVERSIDAD CATOLICA DEL MAULE;Universidades;Universidades CRUCH;Universidades Privadas CRUCH;2024;Promedio de edad de los acádemicos;Promedio Edad Mujeres;4,10090322580645e+01
Total;92;UNIVERSIDAD CATOLICA DEL MAULE;Universidades;Universidades CRUCH;Universidades Privadas CRUCH;2024;Promedio de edad de los acádemicos;Promedio Edad Hombres;4,31896551724138e+01
Total;92;UNIVERSIDAD CATOLICA DEL MAULE;Universidades;Universidades CRUCH;Universidades Privadas CRUCH;2024;Promedio de edad de los acádemicos;Promedio Edad por institución;4,21247637051040e+01
Total;92;UNIVERSIDAD CATOLICA DEL MAULE;Universidades;Universidades CRUCH;Universidades Privadas CRUCH;2024;N° acádemicos por rango de edad - Mujeres;Menos de 35;2,34000000000000e+02
Total;92;UNIVERSIDAD CATOLICA DEL MAULE;Universidades;Universidades CRUCH;Universidades Privadas CRUCH;2024;N° acádemicos por rango de edad - Mujeres;Entre 35 y 44;2,96000000000000e+02
Total;92;UNIVERSIDAD CATOLICA DEL MAULE;Universidades;Universidades CRUCH;Universidades Privadas CRUCH;2024;N° acádemicos por rango de edad - Mujeres;Entre 45 y 54;1,51000000000000e+02
Total;92;UNIVERSIDAD CATOLICA DEL MAULE;Universidades;Universidades CRUCH;Universidades Privadas CRUCH;2024;N° acádemicos por rango de edad - Mujeres;Entre 55 64;7,90000000000000e+01
Total;92;UNIVERSIDAD CATOLICA DEL MAULE;Universidades;Universidades CRUCH;Universidades Privadas CRUCH;2024;N° acádemicos por rango de edad - Mujeres;Entre 65 y mas;1,50000000000000e+01
Total;92;UNIVERSIDAD CATOLICA DEL MAULE;Universidades;Universidades CRUCH;Universidades Privadas CRUCH;2024;N° acádemicos por rango de edad - Mujeres;Sin información;NA
Total;92;UNIVERSIDAD CATOLICA DEL MAULE;Universidades;Universidades CRUCH;Universidades Privadas CRUCH;2024;N° académicos por rango de edad - Hombres;Menos de 35;1,85000000000000e+02
Total;92;UNIVERSIDAD CATOLICA DEL MAULE;Universidades;Universidades CRUCH;Universidades Privadas CRUCH;2024;N° académicos por rango de edad - Hombres;Entre 35 y 44;3,15000000000000e+02
Total;92;UNIVERSIDAD CATOLICA DEL MAULE;Universidades;Universidades CRUCH;Universidades Privadas CRUCH;2024;N° académicos por rango de edad - Hombres;Entre 45 y 54;1,81000000000000e+02
Total;92;UNIVERSIDAD CATOLICA DEL MAULE;Universidades;Universidades CRUCH;Universidades Privadas CRUCH;2024;N° académicos por rango de edad - Hombres;Entre 55 y 64;9,40000000000000e+01
Total;92;UNIVERSIDAD CATOLICA DEL MAULE;Universidades;Universidades CRUCH;Universidades Privadas CRUCH;2024;N° académicos por rango de edad - Hombres;Entre 65 y más;3,70000000000000e+01
Total;92;UNIVERSIDAD CATOLICA DEL MAULE;Universidades;Universidades CRUCH;Universidades Privadas CRUCH;2024;N° académicos por rango de edad - Hombres;Sin información;NA
Total;92;UNIVERSIDAD CATOLICA DEL MAULE;Universidades;Universidades CRUCH;Universidades Privadas CRUCH;2024;Número de JCE de la institución que trabajan en 1 o más instituciones;En 1 institución;1,36500000000000e+03
Total;92;UNIVERSIDAD CATOLICA DEL MAULE;Universidades;Universidades CRUCH;Universidades Privadas CRUCH;2024;Número de JCE de la institución que trabajan en 1 o más instituciones;En 2 instituciones;1,70000000000000e+02
Total;92;UNIVERSIDAD CATOLICA DEL MAULE;Universidades;Universidades CRUCH;Universidades Privadas CRUCH;2024;Número de JCE de la institución que trabajan en 1 o más instituciones;En 3 o más instituciones;5,20000000000000e+01
Total;92;UNIVERSIDAD CATOLICA DEL MAULE;Universidades;Universidades CRUCH;Universidades Privadas CRUCH;2024;N° de académicos por nivel de formación;Doctor;3,25000000000000e+02
Total;92;UNIVERSIDAD CATOLICA DEL MAULE;Universidades;Universidades CRUCH;Universidades Privadas CRUCH;2024;N° de académicos por nivel de formación;Magister;4,27000000000000e+02
Total;92;UNIVERSIDAD CATOLICA DEL MAULE;Universidades;Universidades CRUCH;Universidades Privadas CRUCH;2024;N° de académicos por nivel de formación;Especialidad médica u odontológica;1,34000000000000e+02
Total;92;UNIVERSIDAD CATOLICA DEL MAULE;Universidades;Universidades CRUCH;Universidades Privadas CRUCH;2024;N° de académicos por nivel de formación;Título Profesional;5,52000000000000e+02
Total;92;UNIVERSIDAD CATOLICA DEL MAULE;Universidades;Universidades CRUCH;Universidades Privadas CRUCH;2024;N° de académicos por nivel de formación;Licenciatura;1,48000000000000e+02
Total;92;UNIVERSIDAD CATOLICA DEL MAULE;Universidades;Universidades CRUCH;Universidades Privadas CRUCH;2024;N° de académicos por nivel de formación;Técnico de Nivel Superior;NA
Total;92;UNIVERSIDAD CATOLICA DEL MAULE;Universidades;Universidades CRUCH;Universidades Privadas CRUCH;2024;N° de académicos por nivel de formación;Técnico de Nivel Medio;NA
Total;92;UNIVERSIDAD CATOLICA DEL MAULE;Universidades;Universidades CRUCH;Universidades Privadas CRUCH;2024;N° de académicos por nivel de formación;Licencia de Enseñanza Media;NA
Total;92;UNIVERSIDAD CATOLICA DEL MAULE;Universidades;Universidades CRUCH;Universidades Privadas CRUCH;2024;N° de académicos por nivel de formación;Sin Título ni grado académico;NA
Total;92;UNIVERSIDAD CATOLICA DEL MAULE;Universidades;Universidades CRUCH;Universidades Privadas CRUCH;2024;N° de académicos por nivel de formación;Sin información;1,00000000000000e+00
Total;92;UNIVERSIDAD CATOLICA DEL MAULE;Universidades;Universidades CRUCH;Universidades Privadas CRUCH;2024;N° de académicos por región en que se desempeña (orden geográfico);Región de Arica y Parinacota;NA
Total;92;UNIVERSIDAD CATOLICA DEL MAULE;Universidades;Universidades CRUCH;Universidades Privadas CRUCH;2024;N° de académicos por región en que se desempeña (orden geográfico);Región de Tarapacá;NA
Total;92;UNIVERSIDAD CATOLICA DEL MAULE;Universidades;Universidades CRUCH;Universidades Privadas CRUCH;2024;N° de académicos por región en que se desempeña (orden geográfico);Región de Antofagasta;NA
Total;92;UNIVERSIDAD CATOLICA DEL MAULE;Universidades;Universidades CRUCH;Universidades Privadas CRUCH;2024;N° de académicos por región en que se desempeña (orden geográfico);Región de Atacáma;NA
Total;92;UNIVERSIDAD CATOLICA DEL MAULE;Universidades;Universidades CRUCH;Universidades Privadas CRUCH;2024;N° de académicos por región en que se desempeña (orden geográfico);Región de Coquimbo;NA
Total;92;UNIVERSIDAD CATOLICA DEL MAULE;Universidades;Universidades CRUCH;Universidades Privadas CRUCH;2024;N° de académicos por región en que se desempeña (orden geográfico);Región de Valparaíso;NA
Total;92;UNIVERSIDAD CATOLICA DEL MAULE;Universidades;Universidades CRUCH;Universidades Privadas CRUCH;2024;N° de académicos por región en que se desempeña (orden geográfico);Región Metropolitana;NA
Total;92;UNIVERSIDAD CATOLICA DEL MAULE;Universidades;Universidades CRUCH;Universidades Privadas CRUCH;2024;N° de académicos por región en que se desempeña (orden geográfico);Región de O'Higgins;NA
Total;92;UNIVERSIDAD CATOLICA DEL MAULE;Universidades;Universidades CRUCH;Universidades Privadas CRUCH;2024;N° de académicos por región en que se desempeña (orden geográfico);Región del Maule;1,58700000000000e+03
Total;92;UNIVERSIDAD CATOLICA DEL MAULE;Universidades;Universidades CRUCH;Universidades Privadas CRUCH;2024;N° de académicos por región en que se desempeña (orden geográfico);Región del Ñuble;NA
Total;92;UNIVERSIDAD CATOLICA DEL MAULE;Universidades;Universidades CRUCH;Universidades Privadas CRUCH;2024;N° de académicos por región en que se desempeña (orden geográfico);Región del Bíobío;NA
Total;92;UNIVERSIDAD CATOLICA DEL MAULE;Universidades;Universidades CRUCH;Universidades Privadas CRUCH;2024;N° de académicos por región en que se desempeña (orden geográfico);Región de la Araucanía;NA
Total;92;UNIVERSIDAD CATOLICA DEL MAULE;Universidades;Universidades CRUCH;Universidades Privadas CRUCH;2024;N° de académicos por región en que se desempeña (orden geográfico);Región de los Ríos;NA
Total;92;UNIVERSIDAD CATOLICA DEL MAULE;Universidades;Universidades CRUCH;Universidades Privadas CRUCH;2024;N° de académicos por región en que se desempeña (orden geográfico);Región de los Lagos;NA
Total;92;UNIVERSIDAD CATOLICA DEL MAULE;Universidades;Universidades CRUCH;Universidades Privadas CRUCH;2024;N° de académicos por región en que se desempeña (orden geográfico);Región de Aysén;NA
Total;92;UNIVERSIDAD CATOLICA DEL MAULE;Universidades;Universidades CRUCH;Universidades Privadas CRUCH;2024;N° de académicos por región en que se desempeña (orden geográfico);Región de Magallanes y la Antártica;NA
Total;92;UNIVERSIDAD CATOLICA DEL MAULE;Universidades;Universidades CRUCH;Universidades Privadas CRUCH;2024;N° de académicos por región en que se desempeña (orden geográfico);Sin información;NA
Total;92;UNIVERSIDAD CATOLICA DEL MAULE;Universidades;Universidades CRUCH;Universidades Privadas CRUCH;2024;N° de académicos por nacionalidad;Chileno;1,44200000000000e+03
Total;92;UNIVERSIDAD CATOLICA DEL MAULE;Universidades;Universidades CRUCH;Universidades Privadas CRUCH;2024;N° de académicos por nacionalidad;Extranjero;1,45000000000000e+02
Total;92;UNIVERSIDAD CATOLICA DEL MAULE;Universidades;Universidades CRUCH;Universidades Privadas CRUCH;2024;Promedio de horas acádemicas contratadas a la semana por académico;Promedio general de la institución;1,86280907372400e+01
Total;92;UNIVERSIDAD CATOLICA DEL MAULE;Universidades;Universidades CRUCH;Universidades Privadas CRUCH;2024;Promedio de horas acádemicas contratadas a la semana por académico;Promedio de la institución Mujeres;1,81446193548387e+01
Total;92;UNIVERSIDAD CATOLICA DEL MAULE;Universidades;Universidades CRUCH;Universidades Privadas CRUCH;2024;Promedio de horas acádemicas contratadas a la semana por académico;Promedio de la institución Hombres;1,90895320197044e+01
Total;92;UNIVERSIDAD CATOLICA DEL MAULE;Universidades;Universidades CRUCH;Universidades Privadas CRUCH;2024;N° de académicos por rango de horas contratadas;Menos de 11;8,13000000000000e+02
Total;92;UNIVERSIDAD CATOLICA DEL MAULE;Universidades;Universidades CRUCH;Universidades Privadas CRUCH;2024;N° de académicos por rango de horas contratadas;Entre 11 y menos de 23;2,65000000000000e+02
Total;92;UNIVERSIDAD CATOLICA DEL MAULE;Universidades;Universidades CRUCH;Universidades Privadas CRUCH;2024;N° de académicos por rango de horas contratadas;Entre 23 y menos de 39;3,50000000000000e+01
Total;92;UNIVERSIDAD CATOLICA DEL MAULE;Universidades;Universidades CRUCH;Universidades Privadas CRUCH;2024;N° de académicos por rango de horas contratadas;Entre 39 y más;4,74000000000000e+02
Total;92;UNIVERSIDAD CATOLICA DEL MAULE;Universidades;Universidades CRUCH;Universidades Privadas CRUCH;2024;N° de académicos por rango de horas contratadas;Sin información;NA
JCE;92;UNIVERSIDAD CATOLICA DEL MAULE;Universidades;Universidades CRUCH;Universidades Privadas CRUCH;2024;N° de JCE por Institución;Total Mujeres;3,19592727272727e+02
JCE;92;UNIVERSIDAD CATOLICA DEL MAULE;Universidades;Universidades CRUCH;Universidades Privadas CRUCH;2024;N° de JCE por Institución;Total Hombres;3,52288636363636e+02
JCE;92;UNIVERSIDAD CATOLICA DEL MAULE;Universidades;Universidades CRUCH;Universidades Privadas CRUCH;2024;N° de JCE por Institución;Total General;6,71881363636362e+02
JCE;92;UNIVERSIDAD CATOLICA DEL MAULE;Universidades;Universidades CRUCH;Universidades Privadas CRUCH;2024;Promedio de Edad ponderado por JCE;Promedio de Edad Mujer;4,34448239520755e+01
JCE;92;UNIVERSIDAD CATOLICA DEL MAULE;Universidades;Universidades CRUCH;Universidades Privadas CRUCH;2024;Promedio de Edad ponderado por JCE;Promedio de Edad Hombre;4,46222473823764e+01
JCE;92;UNIVERSIDAD CATOLICA DEL MAULE;Universidades;Universidades CRUCH;Universidades Privadas CRUCH;2024;Promedio de Edad ponderado por JCE;Promedio de Edad por Institución;4,40621842736035e+01
JCE;92;UNIVERSIDAD CATOLICA DEL MAULE;Universidades;Universidades CRUCH;Universidades Privadas CRUCH;2024;N° JCE por rango edad mujer;Menos de 35;5,68438636363636e+01
JCE;92;UNIVERSIDAD CATOLICA DEL MAULE;Universidades;Universidades CRUCH;Universidades Privadas CRUCH;2024;N° JCE por rango edad mujer;Entre 35 y 44;1,37775909090909e+02
JCE;92;UNIVERSIDAD CATOLICA DEL MAULE;Universidades;Universidades CRUCH;Universidades Privadas CRUCH;2024;N° JCE por rango edad mujer;Entre 45 y 54;7,44268181818182e+01
JCE;92;UNIVERSIDAD CATOLICA DEL MAULE;Universidades;Universidades CRUCH;Universidades Privadas CRUCH;2024;N° JCE por rango edad mujer;Entre 55 y 64;4,55347727272727e+01
JCE;92;UNIVERSIDAD CATOLICA DEL MAULE;Universidades;Universidades CRUCH;Universidades Privadas CRUCH;2024;N° JCE por rango edad mujer;Entre 65 y mas;5,01136363636364e+00
JCE;92;UNIVERSIDAD CATOLICA DEL MAULE;Universidades;Universidades CRUCH;Universidades Privadas CRUCH;2024;N° JCE por rango edad mujer;Sin información;NA
JCE;92;UNIVERSIDAD CATOLICA DEL MAULE;Universidades;Universidades CRUCH;Universidades Privadas CRUCH;2024;N° JCE por rango edad hombre;Menos de 35;4,77338636363636e+01
JCE;92;UNIVERSIDAD CATOLICA DEL MAULE;Universidades;Universidades CRUCH;Universidades Privadas CRUCH;2024;N° JCE por rango edad hombre;Entre 35 y 44;1,48955000000000e+02
JCE;92;UNIVERSIDAD CATOLICA DEL MAULE;Universidades;Universidades CRUCH;Universidades Privadas CRUCH;2024;N° JCE por rango edad hombre;Entre 45 y 54;9,27920454545455e+01
JCE;92;UNIVERSIDAD CATOLICA DEL MAULE;Universidades;Universidades CRUCH;Universidades Privadas CRUCH;2024;N° JCE por rango edad hombre;Entre 55 y 64;5,03597727272727e+01
