tipo;codigo_ies;nombre_ies;tipo_institucion_i;tipo_institucion_ii;tipo_institucion_iii;año;variable;subvariable;valor
JCE;69;UNIVERSIDAD ALBERTO HURTADO;Universidades;Universidades CRUCH;Universidades Privadas CRUCH;2024;N° de académicos por región en que se desempeña (orden geográfico);Región de Aysén;NA
JCE;69;UNIVERSIDAD ALBERTO HURTADO;Universidades;Universidades CRUCH;Universidades Privadas CRUCH;2024;N° de académicos por región en que se desempeña (orden geográfico);Región de Magallanes y la Artártica;NA
JCE;69;UNIVERSIDAD ALBERTO HURTADO;Universidades;Universidades CRUCH;Universidades Privadas CRUCH;2024;N° de académicos por región en que se desempeña (orden geográfico);Sin información;NA
JCE;69;UNIVERSIDAD ALBERTO HURTADO;Universidades;Universidades CRUCH;Universidades Privadas CRUCH;2024;N° de JCE por nacionalidad;Chileno;3,00250000000000e+02
JCE;69;UNIVERSIDAD ALBERTO HURTADO;Universidades;Universidades CRUCH;Universidades Privadas CRUCH;2024;N° de JCE por nacionalidad;Extranjero;2,62500000000000e+01
JCE;69;UNIVERSIDAD ALBERTO HURTADO;Universidades;Universidades CRUCH;Universidades Privadas CRUCH;2024;N° de JCE por rango de horas contratadas;Menos de 11;6,80568181818182e+01
JCE;69;UNIVERSIDAD ALBERTO HURTADO;Universidades;Universidades CRUCH;Universidades Privadas CRUCH;2024;N° de JCE por rango de horas contratadas;Entre 11 y menos de 23;3,44886363636364e+01
JCE;69;UNIVERSIDAD ALBERTO HURTADO;Universidades;Universidades CRUCH;Universidades Privadas CRUCH;2024;N° de JCE por rango de horas contratadas;Entre 23 y menos de 39;1,39772727272727e+01
JCE;69;UNIVERSIDAD ALBERTO HURTADO;Universidades;Universidades CRUCH;Universidades Privadas CRUCH;2024;N° de JCE por rango de horas contratadas;Entre 39 y más;2,09977272727273e+02
Total;70;UNIVERSIDAD DE CHILE;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;2024;N° de académicos por insitución;Total Mujeres;1,60000000000000e+03
Total;70;UNIVERSIDAD DE CHILE;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;2024;N° de académicos por insitución;Total Hombres;2,44000000000000e+03
Total;70;UNIVERSIDAD DE CHILE;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;2024;N° de académicos por insitución;Total General;4,04000000000000e+03
Total;70;UNIVERSIDAD DE CHILE;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;2024;Promedio de edad de los acádemicos;Promedio Edad Mujeres;4,92368750000000e+01
Total;70;UNIVERSIDAD DE CHILE;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;2024;Promedio de edad de los acádemicos;Promedio Edad Hombres;5,32688524590164e+01
Total;70;UNIVERSIDAD DE CHILE;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;2024;Promedio de edad de los acádemicos;Promedio Edad por institución;5,16720297029703e+01
Total;70;UNIVERSIDAD DE CHILE;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;2024;N° acádemicos por rango de edad - Mujeres;Menos de 35;1,26000000000000e+02
Total;70;UNIVERSIDAD DE CHILE;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;2024;N° acádemicos por rango de edad - Mujeres;Entre 35 y 44;5,25000000000000e+02
Total;70;UNIVERSIDAD DE CHILE;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;2024;N° acádemicos por rango de edad - Mujeres;Entre 45 y 54;4,80000000000000e+02
Total;70;UNIVERSIDAD DE CHILE;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;2024;N° acádemicos por rango de edad - Mujeres;Entre 55 64;2,82000000000000e+02
Total;70;UNIVERSIDAD DE CHILE;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;2024;N° acádemicos por rango de edad - Mujeres;Entre 65 y mas;1,87000000000000e+02
Total;70;UNIVERSIDAD DE CHILE;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;2024;N° acádemicos por rango de edad - Mujeres;Sin información;NA
Total;70;UNIVERSIDAD DE CHILE;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;2024;N° académicos por rango de edad - Hombres;Menos de 35;1,05000000000000e+02
Total;70;UNIVERSIDAD DE CHILE;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;2024;N° académicos por rango de edad - Hombres;Entre 35 y 44;6,35000000000000e+02
Total;70;UNIVERSIDAD DE CHILE;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;2024;N° académicos por rango de edad - Hombres;Entre 45 y 54;6,86000000000000e+02
Total;70;UNIVERSIDAD DE CHILE;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;2024;N° académicos por rango de edad - Hombres;Entre 55 y 64;4,93000000000000e+02
Total;70;UNIVERSIDAD DE CHILE;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;2024;N° académicos por rango de edad - Hombres;Entre 65 y más;5,21000000000000e+02
Total;70;UNIVERSIDAD DE CHILE;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;2024;N° académicos por rango de edad - Hombres;Sin información;NA
Total;70;UNIVERSIDAD DE CHILE;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;2024;Número de JCE de la institución que trabajan en 1 o más instituciones;En 1 institución;3,58600000000000e+03
Total;70;UNIVERSIDAD DE CHILE;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;2024;Número de JCE de la institución que trabajan en 1 o más instituciones;En 2 instituciones;3,99000000000000e+02
Total;70;UNIVERSIDAD DE CHILE;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;2024;Número de JCE de la institución que trabajan en 1 o más instituciones;En 3 o más instituciones;5,50000000000000e+01
Total;70;UNIVERSIDAD DE CHILE;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;2024;N° de académicos por nivel de formación;Doctor;1,67900000000000e+03
Total;70;UNIVERSIDAD DE CHILE;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;2024;N° de académicos por nivel de formación;Magister;7,79000000000000e+02
Total;70;UNIVERSIDAD DE CHILE;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;2024;N° de académicos por nivel de formación;Especialidad médica u odontológica;8,35000000000000e+02
Total;70;UNIVERSIDAD DE CHILE;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;2024;N° de académicos por nivel de formación;Título Profesional;6,83000000000000e+02
Total;70;UNIVERSIDAD DE CHILE;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;2024;N° de académicos por nivel de formación;Licenciatura;6,40000000000000e+01
Total;70;UNIVERSIDAD DE CHILE;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;2024;N° de académicos por nivel de formación;Técnico de Nivel Superior;NA
Total;70;UNIVERSIDAD DE CHILE;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;2024;N° de académicos por nivel de formación;Técnico de Nivel Medio;NA
Total;70;UNIVERSIDAD DE CHILE;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;2024;N° de académicos por nivel de formación;Licencia de Enseñanza Media;NA
Total;70;UNIVERSIDAD DE CHILE;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;2024;N° de académicos por nivel de formación;Sin Título ni grado académico;NA
Total;70;UNIVERSIDAD DE CHILE;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;2024;N° de académicos por nivel de formación;Sin información;NA
Total;70;UNIVERSIDAD DE CHILE;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;2024;N° de académicos por región en que se desempeña (orden geográfico);Región de Arica y Parinacota;NA
Total;70;UNIVERSIDAD DE CHILE;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;2024;N° de académicos por región en que se desempeña (orden geográfico);Región de Tarapacá;NA
Total;70;UNIVERSIDAD DE CHILE;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;2024;N° de académicos por región en que se desempeña (orden geográfico);Región de Antofagasta;NA
Total;70;UNIVERSIDAD DE CHILE;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;2024;N° de académicos por región en que se desempeña (orden geográfico);Región de Atacáma;NA
Total;70;UNIVERSIDAD DE CHILE;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;2024;N° de académicos por región en que se desempeña (orden geográfico);Región de Coquimbo;NA
Total;70;UNIVERSIDAD DE CHILE;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;2024;N° de académicos por región en que se desempeña (orden geográfico);Región de Valparaíso;NA
Total;70;UNIVERSIDAD DE CHILE;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;2024;N° de académicos por región en que se desempeña (orden geográfico);Región Metropolitana;4,04000000000000e+03
Total;70;UNIVERSIDAD DE CHILE;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;2024;N° de académicos por región en que se desempeña (orden geográfico);Región de O'Higgins;NA
Total;70;UNIVERSIDAD DE CHILE;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;2024;N° de académicos por región en que se desempeña (orden geográfico);Región del Maule;NA
Total;70;UNIVERSIDAD DE CHILE;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;2024;N° de académicos por región en que se desempeña (orden geográfico);Región del Ñuble;NA
Total;70;UNIVERSIDAD DE CHILE;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;2024;N° de académicos por región en que se desempeña (orden geográfico);Región del Bíobío;NA
Total;70;UNIVERSIDAD DE CHILE;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;2024;N° de académicos por región en que se desempeña (orden geográfico);Región de la Araucanía;NA
Total;70;UNIVERSIDAD DE CHILE;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;2024;N° de académicos por región en que se desempeña (orden geográfico);Región de los Ríos;NA
Total;70;UNIVERSIDAD DE CHILE;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;2024;N° de académicos por región en que se desempeña (orden geográfico);Región de los Lagos;NA
Total;70;UNIVERSIDAD DE CHILE;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;2024;N° de académicos por región en que se desempeña (orden geográfico);Región de Aysén;NA
Total;70;UNIVERSIDAD DE CHILE;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;2024;N° de académicos por región en que se desempeña (orden geográfico);Región de Magallanes y la Antártica;NA
Total;70;UNIVERSIDAD DE CHILE;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;2024;N° de académicos por región en que se desempeña (orden geográfico);Sin información;NA
Total;70;UNIVERSIDAD DE CHILE;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;2024;N° de académicos por nacionalidad;Chileno;3,85000000000000e+03
Total;70;UNIVERSIDAD DE CHILE;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;2024;N° de académicos por nacionalidad;Extranjero;1,90000000000000e+02
Total;70;UNIVERSIDAD DE CHILE;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;2024;Promedio de horas acádemicas contratadas a la semana por académico;Promedio general de la institución;2,58170792079208e+01
Total;70;UNIVERSIDAD DE CHILE;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;2024;Promedio de horas acádemicas contratadas a la semana por académico;Promedio de la institución Mujeres;2,64150000000000e+01
Total;70;UNIVERSIDAD DE CHILE;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;2024;Promedio de horas acádemicas contratadas a la semana por académico;Promedio de la institución Hombres;2,54250000000000e+01
Total;70;UNIVERSIDAD DE CHILE;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;2024;N° de académicos por rango de horas contratadas;Menos de 11;6,83000000000000e+02
Total;70;UNIVERSIDAD DE CHILE;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;2024;N° de académicos por rango de horas contratadas;Entre 11 y menos de 23;1,58400000000000e+03
Total;70;UNIVERSIDAD DE CHILE;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;2024;N° de académicos por rango de horas contratadas;Entre 23 y menos de 39;1,82000000000000e+02
Total;70;UNIVERSIDAD DE CHILE;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;2024;N° de académicos por rango de horas contratadas;Entre 39 y más;1,59100000000000e+03
Total;70;UNIVERSIDAD DE CHILE;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;2024;N° de académicos por rango de horas contratadas;Sin información;NA
JCE;70;UNIVERSIDAD DE CHILE;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;2024;N° de JCE por Institución;Total Mujeres;9,60545454545455e+02
JCE;70;UNIVERSIDAD DE CHILE;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;2024;N° de JCE por Institución;Total Hombres;1,40993181818182e+03
JCE;70;UNIVERSIDAD DE CHILE;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;2024;N° de JCE por Institución;Total General;2,37047727272727e+03
JCE;70;UNIVERSIDAD DE CHILE;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;2024;Promedio de Edad ponderado por JCE;Promedio de Edad Mujer;5,01850511073255e+01
JCE;70;UNIVERSIDAD DE CHILE;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;2024;Promedio de Edad ponderado por JCE;Promedio de Edad Hombre;5,28859309766750e+01
JCE;70;UNIVERSIDAD DE CHILE;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;2024;Promedio de Edad ponderado por JCE;Promedio de Edad por Institución;5,17915024784039e+01
JCE;70;UNIVERSIDAD DE CHILE;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;2024;N° JCE por rango edad mujer;Menos de 35;5,31590909090909e+01
JCE;70;UNIVERSIDAD DE CHILE;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;2024;N° JCE por rango edad mujer;Entre 35 y 44;2,82931818181818e+02
JCE;70;UNIVERSIDAD DE CHILE;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;2024;N° JCE por rango edad mujer;Entre 45 y 54;3,24863636363636e+02
JCE;70;UNIVERSIDAD DE CHILE;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;2024;N° JCE por rango edad mujer;Entre 55 y 64;1,89954545454545e+02
JCE;70;UNIVERSIDAD DE CHILE;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;2024;N° JCE por rango edad mujer;Entre 65 y mas;1,09636363636364e+02
JCE;70;UNIVERSIDAD DE CHILE;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;2024;N° JCE por rango edad mujer;Sin información;NA
JCE;70;UNIVERSIDAD DE CHILE;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;2024;N° JCE por rango edad hombre;Menos de 35;4,64545454545455e+01
JCE;70;UNIVERSIDAD DE CHILE;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;2024;N° JCE por rango edad hombre;Entre 35 y 44;3,53750000000000e+02
JCE;70;UNIVERSIDAD DE CHILE;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;2024;N° JCE por rango edad hombre;Entre 45 y 54;4,36113636363636e+02
JCE;70;UNIVERSIDAD DE CHILE;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;2024;N° JCE por rango edad hombre;Entre 55 y 64;3,14659090909091e+02
JCE;70;UNIVERSIDAD DE CHILE;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;2024;N° JCE por rango edad hombre;Entre 65 y mas;2,58954545454545e+02
JCE;70;UNIVERSIDAD DE CHILE;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;2024;N° JCE por rango edad hombre;Sin información;NA
JCE;70;UNIVERSIDAD DE CHILE;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;2024;N° de JCE de la institución que trabajan en 1 o más instituciones;En 1 institución;2,18875000000000e+03
JCE;70;UNIVERSIDAD DE CHILE;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;2024;N° de JCE de la institución que trabajan en 1 o más instituciones;En 2 instituciones;1,63204545454545e+02
JCE;70;UNIVERSIDAD DE CHILE;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;2024;N° de JCE de la institución que trabajan en 1 o más instituciones;En 3 o mas instituciones;1,85227272727273e+01
JCE;70;UNIVERSIDAD DE CHILE;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;2024;N° de JCE por nivel de formación;Doctor;1,39782954545455e+03
JCE;70;UNIVERSIDAD DE CHILE;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;2024;N° de JCE por nivel de formación;Magister;4,23113636363636e+02
JCE;70;UNIVERSIDAD DE CHILE;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;2024;N° de JCE por nivel de formación;Esp. Med./Odontológica;2,31590909090909e+02
JCE;70;UNIVERSIDAD DE CHILE;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;2024;N° de JCE por nivel de formación;Título Profesional;2,76329545454545e+02
JCE;70;UNIVERSIDAD DE CHILE;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;2024;N° de JCE por nivel de formación;Licenciatura;4,16136363636364e+01
JCE;70;UNIVERSIDAD DE CHILE;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;2024;N° de JCE por nivel de formación;Técnico de Nivel Superior;NA
JCE;70;UNIVERSIDAD DE CHILE;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;2024;N° de JCE por nivel de formación;Técnico de Nivel Medio;NA
JCE;70;UNIVERSIDAD DE CHILE;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;2024;N° de JCE por nivel de formación;Licencia de Enseñanza Media;NA
JCE;70;UNIVERSIDAD DE CHILE;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;2024;N° de JCE por nivel de formación;Sin Título ni Grado;NA
JCE;70;UNIVERSIDAD DE CHILE;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;2024;N° de JCE por nivel de formación;Sin información;NA
JCE;70;UNIVERSIDAD DE CHILE;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;2024;N° de académicos por región en que se desempeña (orden geográfico);Región de Arica y Parinacota;NA
JCE;70;UNIVERSIDAD DE CHILE;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;2024;N° de académicos por región en que se desempeña (orden geográfico);Región  de Tarapacá;NA
JCE;70;UNIVERSIDAD DE CHILE;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;2024;N° de académicos por región en que se desempeña (orden geográfico);Región de Antofagasta;NA
JCE;70;UNIVERSIDAD DE CHILE;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;2024;N° de académicos por región en que se desempeña (orden geográfico);Región de Atacama;NA
JCE;70;UNIVERSIDAD DE CHILE;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;2024;N° de académicos por región en que se desempeña (orden geográfico);Región de Coquimbo;NA
JCE;70;UNIVERSIDAD DE CHILE;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;2024;N° de académicos por región en que se desempeña (orden geográfico);Región de Valparaíso;NA
JCE;70;UNIVERSIDAD DE CHILE;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;2024;N° de académicos por región en que se desempeña (orden geográfico);Región Metropolitana;2,37047727272727e+03
JCE;70;UNIVERSIDAD DE CHILE;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;2024;N° de académicos por región en que se desempeña (orden geográfico);Región de O'Higgins;NA
JCE;70;UNIVERSIDAD DE CHILE;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;2024;N° de académicos por región en que se desempeña (orden geográfico);Región del Maule;NA
JCE;70;UNIVERSIDAD DE CHILE;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;2024;N° de académicos por región en que se desempeña (orden geográfico);Región del Ñuble;NA
JCE;70;UNIVERSIDAD DE CHILE;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;2024;N° de académicos por región en que se desempeña (orden geográfico);Región del Biobío;NA
JCE;70;UNIVERSIDAD DE CHILE;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;2024;N° de académicos por región en que se desempeña (orden geográfico);Región de la Araucanía;NA
JCE;70;UNIVERSIDAD DE CHILE;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;2024;N° de académicos por región en que se desempeña (orden geográfico);Región de los Ríos;NA
JCE;70;UNIVERSIDAD DE CHILE;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;2024;N° de académicos por región en que se desempeña (orden geográfico);Región de los Lagos;NA
JCE;70;UNIVERSIDAD DE CHILE;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;2024;N° de académicos por región en que se desempeña (orden geográfico);Región de Aysén;NA
JCE;70;UNIVERSIDAD DE CHILE;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;2024;N° de académicos por región en que se desempeña (orden geográfico);Región de Magallanes y la Artártica;NA
JCE;70;UNIVERSIDAD DE CHILE;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;2024;N° de académicos por región en que se desempeña (orden geográfico);Sin información;NA
JCE;70;UNIVERSIDAD DE CHILE;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;2024;N° de JCE por nacionalidad;Chileno;2,22497727272727e+03
JCE;70;UNIVERSIDAD DE CHILE;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;2024;N° de JCE por nacionalidad;Extranjero;1,45500000000000e+02
JCE;70;UNIVERSIDAD DE CHILE;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;2024;N° de JCE por rango de horas contratadas;Menos de 11;7,75227272727273e+01
JCE;70;UNIVERSIDAD DE CHILE;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;2024;N° de JCE por rango de horas contratadas;Entre 11 y menos de 23;5,56250000000000e+02
JCE;70;UNIVERSIDAD DE CHILE;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;2024;N° de JCE por rango de horas contratadas;Entre 23 y menos de 39;1,29886363636364e+02
JCE;70;UNIVERSIDAD DE CHILE;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;2024;N° de JCE por rango de horas contratadas;Entre 39 y más;1,60681818181818e+03
Total;71;UNIVERSIDAD DE SANTIAGO DE CHILE;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;2024;N° de académicos por insitución;Total Mujeres;1,23100000000000e+03
Total;71;UNIVERSIDAD DE SANTIAGO DE CHILE;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;2024;N° de académicos por insitución;Total Hombres;2,19600000000000e+03
Total;71;UNIVERSIDAD DE SANTIAGO DE CHILE;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;2024;N° de académicos por insitución;Total General;3,42700000000000e+03
Total;71;UNIVERSIDAD DE SANTIAGO DE CHILE;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;2024;Promedio de edad de los acádemicos;Promedio Edad Mujeres;4,45296506904955e+01
Total;71;UNIVERSIDAD DE SANTIAGO DE CHILE;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;2024;Promedio de edad de los acádemicos;Promedio Edad Hombres;4,80437158469945e+01
Total;71;UNIVERSIDAD DE SANTIAGO DE CHILE;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;2024;Promedio de edad de los acádemicos;Promedio Edad por institución;4,67814414940181e+01
Total;71;UNIVERSIDAD DE SANTIAGO DE CHILE;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;2024;N° acádemicos por rango de edad - Mujeres;Menos de 35;2,48000000000000e+02
Total;71;UNIVERSIDAD DE SANTIAGO DE CHILE;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;2024;N° acádemicos por rango de edad - Mujeres;Entre 35 y 44;4,50000000000000e+02
Total;71;UNIVERSIDAD DE SANTIAGO DE CHILE;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;2024;N° acádemicos por rango de edad - Mujeres;Entre 45 y 54;2,88000000000000e+02
Total;71;UNIVERSIDAD DE SANTIAGO DE CHILE;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;2024;N° acádemicos por rango de edad - Mujeres;Entre 55 64;1,63000000000000e+02
Total;71;UNIVERSIDAD DE SANTIAGO DE CHILE;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;2024;N° acádemicos por rango de edad - Mujeres;Entre 65 y mas;8,20000000000000e+01
Total;71;UNIVERSIDAD DE SANTIAGO DE CHILE;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;2024;N° acádemicos por rango de edad - Mujeres;Sin información;NA
Total;71;UNIVERSIDAD DE SANTIAGO DE CHILE;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;2024;N° académicos por rango de edad - Hombres;Menos de 35;3,72000000000000e+02
Total;71;UNIVERSIDAD DE SANTIAGO DE CHILE;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;2024;N° académicos por rango de edad - Hombres;Entre 35 y 44;6,84000000000000e+02
Total;71;UNIVERSIDAD DE SANTIAGO DE CHILE;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;2024;N° académicos por rango de edad - Hombres;Entre 45 y 54;4,51000000000000e+02
Total;71;UNIVERSIDAD DE SANTIAGO DE CHILE;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;2024;N° académicos por rango de edad - Hombres;Entre 55 y 64;3,51000000000000e+02
Total;71;UNIVERSIDAD DE SANTIAGO DE CHILE;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;2024;N° académicos por rango de edad - Hombres;Entre 65 y más;3,38000000000000e+02
Total;71;UNIVERSIDAD DE SANTIAGO DE CHILE;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;2024;N° académicos por rango de edad - Hombres;Sin información;NA
Total;71;UNIVERSIDAD DE SANTIAGO DE CHILE;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;2024;Número de JCE de la institución que trabajan en 1 o más instituciones;En 1 institución;2,65500000000000e+03
Total;71;UNIVERSIDAD DE SANTIAGO DE CHILE;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;2024;Número de JCE de la institución que trabajan en 1 o más instituciones;En 2 instituciones;5,82000000000000e+02
Total;71;UNIVERSIDAD DE SANTIAGO DE CHILE;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;2024;Número de JCE de la institución que trabajan en 1 o más instituciones;En 3 o más instituciones;1,90000000000000e+02
Total;71;UNIVERSIDAD DE SANTIAGO DE CHILE;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;2024;N° de académicos por nivel de formación;Doctor;7,91000000000000e+02
Total;71;UNIVERSIDAD DE SANTIAGO DE CHILE;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;2024;N° de académicos por nivel de formación;Magister;8,21000000000000e+02
Total;71;UNIVERSIDAD DE SANTIAGO DE CHILE;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;2024;N° de académicos por nivel de formación;Especialidad médica u odontológica;1,04000000000000e+02
Total;71;UNIVERSIDAD DE SANTIAGO DE CHILE;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;2024;N° de académicos por nivel de formación;Título Profesional;1,58100000000000e+03
Total;71;UNIVERSIDAD DE SANTIAGO DE CHILE;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;2024;N° de académicos por nivel de formación;Licenciatura;1,27000000000000e+02
Total;71;UNIVERSIDAD DE SANTIAGO DE CHILE;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;2024;N° de académicos por nivel de formación;Técnico de Nivel Superior;2,00000000000000e+00
Total;71;UNIVERSIDAD DE SANTIAGO DE CHILE;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;2024;N° de académicos por nivel de formación;Técnico de Nivel Medio;NA
Total;71;UNIVERSIDAD DE SANTIAGO DE CHILE;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;2024;N° de académicos por nivel de formación;Licencia de Enseñanza Media;1,00000000000000e+00
Total;71;UNIVERSIDAD DE SANTIAGO DE CHILE;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;2024;N° de académicos por nivel de formación;Sin Título ni grado académico;NA
